SMILES,AChE_Activity,AChE_pIC50,MAOB_Activity,MAOB_pIC50
CSc1ccc(N(C)C(=O)N(C)Cc2ccco2)cc1,0.49782949686050415,inf,0.0017239985754713416,-4.587818925029975
CC(=O)[C@H]1C[C@H](C)[C@]2(OC(=N)O)[C@@H](C)[C@H]3CC[C@@H]4[C@@H](C2)COC5=C2C(c5ccc(Cl)c5)C[C@H]5)[C@H]3[C@]12C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
N=C([n+]1cccc(Cl)c1)N1CC[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.5180913805961609,inf,0.028567275032401085,-3.953483782056299
C[C@@H]1CCC(=O)[C@]2(O)[C@H](N)[C@@H]3CC[C@]4(O)CC[C@]4(C)[C@@H]3C[C@]12C,0.5316561460494995,inf,9.807037820719344e-11,-4.456171948114413
Cc1c(C(O)=NCC2CCC3(CC2)OCCO3)sc2cc(Cl)ccc12,0.5079110264778137,inf,0.0005374123575165868,-4.318265425606574
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@@H]3C[C@]2(C)[C@@]3(F)[C@@H](O)C(=O)COC(C)(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC[C@@]1(c2ccccc2)COC(CN)=C1O,0.5150346159934998,inf,0.004485730547457933,-2.94259183593679
CCCCCCC(C)COCCN=C(O)CCN1C(=O)[C@@H](Cl)Cc2ccccc21,0.4935000240802765,inf,0.011495392769575119,-4.368480971221791
Br.Oc1cccc(C2=NN=C(O)N(CCN1CCOCC1)c1ccc(Cl)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(O)(CN=C(Cl)O)c1ccccc1,0.49572423100471497,inf,0.00012752937618643045,-3.601561463225271
COC[C@]1(c2cccc3ccccc23)[C@]2(O)CC[C@H]4C3C[C@H]4[C@@H](O)C[C@]21C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C#CCNCC/C=C/c1cccs1,0.4946894943714142,inf,0.022112470120191574,-3.4812208089135184
CCC(C)N=C(O)c1cc2c(OC)cccc2s1,0.5009881258010864,inf,0.2991132438182831,-4.443947554467528
CC1=N/N=C/c2ccc(Br)cc2[N+](=O)[O-])C1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cccc2sc3c(=O)n(CC[C@]45C[C@H](O)[C@H]4CC[C@@]3(O)C[C@]2c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCn1c(=NC(=N)O)[nH]c2ccccc21,0.49670663475990295,inf,0.009104198776185513,-6.501259244174152
CCCCC,0.47380951046943665,inf,0.33159083127975464,-4.996478565236094
COc1ccc(C)cc1NC(O)=N[C@@H]1C(=O)Nc2cc(Cl)ccc21,0.49676087498664856,inf,0.013195033185184002,-4.18776031997057
C[C@@H]1CCc2c3cccc4[nH]cc(c34)CC[C@@H]2[C@@H]14,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN=c1scc(C)[nH]1,0.4917908310890198,inf,0.626780092716217,-5.905993578249831
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)[C@@H](O)C[C@@]21C,0.5235314965248108,inf,1.5990043067404258e-08,-4.514145847474972
COC(=O)c1ccccc1C1C2CCC(C1)N2C(=O)CCC1(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
OC1=Nc2cc3c(cc2C1c1ccc(F)cc1)OCO3,0.5218480229377747,inf,0.003975791856646538,-3.960471086811727
NCC(=O)OCC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3CCC21C,0.5167173743247986,inf,2.614303298287268e-07,-4.248537194774657
Cc1cc(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc2[nH]1,0.5102700591087341,inf,0.011718280613422394,-4.640511220488536
CCCCCCCC1COCCCN1CCCC1.O=C(O)C(=O)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Clc1ccc(Cl)cc1CNC[C@H]1O[C@H]2C[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12,0.5205286741256714,inf,2.294788856715968e-07,-4.258581823125582
FC(F)(F)c1cccc2c1C(C1CC1)NCC2,0.5163740515708923,inf,0.0029464398976415396,-4.202236601398381
CC(=O)OCc1ccc()cc1.Cl,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cccc(C(=O)/C=C/c2ccccc2OCC2=CN=C(O)CCN2C(=O)CSCCC2)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(O)c1cc(-c2ccc3c(c2)OCO3)nc2[nH]nnc12,0.5156609416007996,inf,0.02235756255686283,-4.815031134968744
O=C(O)/C=C/C1CC(=O)N(c2ccc3c(c2)OCO3)C(O)=NC1S,0.5083954334259033,inf,0.3030994236469269,-4.045104903466689
COc1ccc2c(c1OC)C(=O)N[C@H](C)CCC2,0.5050646066665649,inf,0.009467536583542824,-4.599510118697393
Cc1ccc(=O)[nH]c1NC1CCN(CCCNS(=O)(=O)c2cccnc2)CC1,0.5003053545951843,inf,0.0064740353263914585,-4.953423320325527
CCCN(C)C(=O)/C(CC=C(C)C)Nc1ccc(C)c([N+](=O)[O-])c1,0.48337385058403015,inf,0.15195131301879883,-4.532760227946857
CC1(C)COC(=O)C1(C)[C@@]2(CCO[C@H]2)C(=O)CCC[C@]1(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=S(=O)(O)c1ccc(CCNCCCN2CCN(c3ccccc3)CC2)cc1,0.5011249780654907,inf,0.003885735059157014,-4.70610249578124
NS(=O)(=O)c1ccc(NC(O)=NCC=Cc2ccccc2)cc1,0.49298208951950073,inf,0.0012110751122236252,-5.212494147358497
Cl.Oc1cc(C[n+]2nc(-c3cccnc3)cc3c2CNCC3)cc(O)c1,0.510498583316803,inf,0.001636674627661705,-4.852081672512513
CC(O)CN1CCN2CCN(CC[C@H](c3ccccc3Cl)OCC2)CC1,0.49884212017059326,inf,0.04021496698260307,-4.4019161547993955
O=C(CN1CCN(CCC(O)=Nc2c(F)cccc2Cl)CC1)c1ccc(Cl)cc1,0.5004610419273376,inf,0.01984732411801815,-4.594122577238201
C[C@H](Cc1ccsc1)N(C)CCN1CCN(P(=O)(O)O)CC1,0.48469820618629456,inf,7.247643196706122e-08,-4.060045529545737
CC(C)(Cl)C1=NN=C(O)[C@H](C=Cc2ccccc2)OC1,0.5034083724021912,inf,0.2934778332710266,-3.4315313163724066
CC(NCC[C@H]1O[C@H](N)O[C@H](C2CCCC2)O1)C(=N)O,0.4883004426956177,inf,6.0125513456910085e-09,-3.2986159373227877
CC1=CC[C@H]2C3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.5273983478546143,inf,1.777643228706438e-05,-4.602655818882624
CCCCSC1C=Cc2ccccc2C1C(O)=NC1CCCCC1,0.5094935894012451,inf,0.007419816683977842,-4.2141386900331685
CC(=O)C1(OCCCC[C@@H](C)C)CCC[C@H]2C=C[C@@H]3[C@@H](C)[C@H](C)C[C@H]4CC[C@@]5(C)[C@H]4[C@H](O)CC[C@@]3[C@H](O)C[C@]21C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.5360128879547119,inf,3.1675457812241348e-09,-4.3537403768139615
CC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.5472126007080078,inf,6.300059779418277e-11,-4.398315012965036
COC(=O)C12CCC(=O)C[C@@H]1[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@@]12C,0.5420466065406799,inf,4.15613099491452e-09,-5.329271967248632
CCN1CC23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@@H]1C5,0.5291495323181152,inf,0.003610573010519147,-4.607190795791316
CN=C(O)Oc1cc(Cl)c([N+](=O)[O-])c(Cl)c1,0.47897645831108093,inf,0.010992420837283134,-5.235914923784993
C[C@@]12C=CC=C3CC[C@H]1[C@@]1(O)CC[C@@]3(C)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,0.5443353056907654,inf,2.7449553741121235e-09,-4.242579779501626
CC1CCC[C@H]2CC[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.5290797352790833,inf,1.2298493778928332e-08,-4.1792037181554775
CC(=O)C1(O[C@H](C)[C@@H](C)O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3CC[C@]21C,0.5277122855186462,inf,6.201519653359355e-08,-3.9450233163281903
O=C1c2sc3c(c2c(=O)n1CCN1CCOCC1)CCCC3,0.5044553875923157,inf,0.032745663076639175,-4.223126719895372
NNCC1CC2CCC1O2,0.4968035817146301,inf,8.413714169819286e-09,-3.3906202962184198
O=C1C2C=CC(C=O)C=CC1C2,0.5220370292663574,inf,0.006337426137179136,-5.42297238888532
O=C1N=C(O)[C@H]2[C@@H](c3ccc(Cl)cc3)NC3CCN(C[C@H]4C[C@H]4[C@H]3CCC[C@@]242C[C@H](O)CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCOC(=O)c1c(-c2ccc(C)cc2)noc1N1CC[C@@H]2C[C@H](O)C(=O)O[C@@H]2C1CCC[C@H]2O1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CN(Cc1ccccc1)CC(c1ccccc1)N1CCOC[C@@H]1CCN1CCCC1,0.5032592415809631,inf,0.011213086545467377,-4.4556209421307305
CN(C)CCCCN1CC[C@H]2Cc3ccccc3C[C@H]21,0.506886899471283,inf,1.7658025171840563e-05,-3.8914366775523543
Cc1n[nH]c(C)c1N=C(O)CCSc1nnc(-c2ccccc2F)n1N,0.5007883310317993,inf,0.06290409713983536,-4.584300523939978
CCCCCn1c(CO)cc(=O)c(O)c1CN1CCN(c2ccccc2OC)CC1,0.49479687213897705,inf,0.36368119716644287,-4.400739324942755
Cc1ccc(S(=O)(=O)N2CCN(CC3CCCO3)CC2)cc1,0.5033247470855713,inf,0.0012538675218820572,-4.920216592682751
C[O-]C(F)[C@@H](OCCF)C(Cl)(Cl)Cl,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc(C(=O)O)c2c1C(CCOCCCNCC1CCCO1)CC(C)(C)O2,0.4955015778541565,inf,0.0006997277960181236,-4.320157844467521
CCC(NC(=O)c1ccco1)C(=O)OC,0.48957470059394836,inf,0.9246371984481812,-4.22865744449856
Cn1ccc(CNC(=O)N2OCC3(C[C@@H](C3)O)CC1CN(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCc1nc2ccccc2n1CCOc1ccc(S(=O)(=O)N=c2cccs2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN(CC)CCC[C@@H]c1cc(O)c2ccccc2c1,0.4985080361366272,inf,0.10395003110170364,-3.820708288364344
CN1CCN(c2ccc(F)cc2C(=O)/C=C/c2ccccc2Br)CC1,0.5039412975311279,inf,0.18055780231952667,-2.6572531095783885
O=C(O)[C@H](O)[C@H](O)O[C@@H]1O[C@@]2(O)[C@@H](CCC3CCCC32)O[C@H]1C(=O)OCc1ccccc1F,0.506970226764679,inf,1.907440889681311e-07,-3.9386444378360963
COC(=O)NC[C@@H](C)N1CCc2ccccc21,0.5029059052467346,inf,0.3675193190574646,-4.262546844541516
CN1C(=O)[C@@H](C)O[C@@H]1CCN1CCC(=O)c1cccs1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN(CC)C(=O)COc1ncnc2sc3c(c12)C[C@@H]1CCCN1C3,0.5100036263465881,inf,0.02936801128089428,-3.914559407605524
CCCC[C@H]1CCC[C@@H]2[C@H]3CCC4=C[C@@](=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.5223448276519775,inf,2.085195092149661e-07,-4.626797820158797
CCN1CCC2(CC1=O)CN(C(c1ccc3c(C)cc(C)cc3c1)CC(O)=NC2=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC[C@@H]1C[C@@H](O)[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C[C@]5(C)[C@H]4[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,0.5396371483802795,inf,1.5928194527226047e-11,-4.8922562653281325
CN=C(O)N1C[C@H]c2cccc3c2[C@H]1[C@@H]1C[C@H](O)[C@H]3C[C@@H](O)=NC[C@]1(C)[C@@H](C)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN1c2cc(F)ccc2Sc2ccccc21,0.5221549868583679,inf,0.08498094975948334,-4.631780397540447
CCCc1cc(CNCCCOc2ccc3c(c2)OCO3)no1,0.5099202394485474,inf,0.02424471080303192,-4.786867263749414
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@]1(O)C(=O)CCl,0.5338667035102844,inf,8.049093480622105e-08,-4.262128730158108
N=C(O)c1ccccc1OCCCCCN1CCN(c2ccccc2)CC1,0.5020927786827087,inf,0.008775080554187298,-4.7735911723489135
O=C(NC1c2ccccc2CC1C(F)(F)F)c1cc(Cl)ccc1O,0.5071173906326294,inf,0.10782943665981293,-3.9789578031341164
CNCc1cccc(C)c1.Cl,0.5005485415458679,inf,0.00033754666219465435,-3.7507618931413176
COC[C@@H]1O[C@@H]1Oc1ccccc1[N+](=O)[O-],0.4963381588459015,inf,0.25340473651885986,-3.2291466618443314
CC[C@@H]1C[C@@H](C[C@@H]2C(=O)CC(=O)O)C[C@]21CCN(C)c1ccc(C)cc1,0.5045679211616516,inf,2.8981354205370735e-08,-4.838232195104681
N#Cc1ccccc1OCC1OCCC2CN(CC3CC3)CCC21,0.5046809315681458,inf,0.001923173782415688,-4.239638766685963
O=C(NC1CCSC1)C1(C)CCCCN1Cc1ccccc1,0.5068381428718567,inf,0.038302868604660034,-3.613496468464182
Cn1cnc(=NCc2ccc(Cl)cc2)[nH]1,0.5034178495407104,inf,0.011439274996519089,-3.7717614205495362
Clc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,0.5145043730735779,inf,0.03082413040101528,-4.652671741221214
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@]3(O)[C@H]1C5,0.5309142470359802,inf,2.4072311134659685e-05,-4.770882372698328
CO[C@]1(O)[C@@H](COC(C)(C)NC(=O)OC(C)(C)C)[C@@H]2[C@H]3C[C@H]4CCC4(C)[C@H]3[C@@]21C,0.519538164138794,inf,8.076755410313385e-13,-4.0030534107846245
CCC[C@H]1O)[C@H]2CC[C@]3(C)[C@@]4(O)C5=CC(=O)C=CC5(C)[C@H]4[C@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(O)CCCN1CC23CC[C@H](C3)C(=O)N1CCN2C(=O)c3ccc(F)cc3C1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCC[C@@H](C)N(CC)CCCN=C(O)Cn1c(=O)c2c(nc3[nH]c(C)c(CC)c(=O)n32)n(CC)c1=O,0.4866589903831482,inf,0.02519935555756092,-3.919754391014534
Cc1ccc2c(c1)OC(C)(C)C(c1ccccc1Cl)C2.O=C(O)C(=O)O,0.5057072043418884,inf,3.792935103774653e-06,-3.560443723938619
Nc1ccc2nc(-c3ccco3)n(-c3ccc(C(F)(F)F)cc3)c2c1,0.5133522748947144,inf,0.07184594124555588,-3.3252967031611185
Cc1ccc(C)c(-n2[nH]c(=NC(=O)CCc3ccsc3)sc2=O)c1,0.5016663074493408,inf,0.2151847928762436,-3.4072399243544385
OCC(N/C=C/F)[C@H](O)c1ccccc1,0.4980466663837433,inf,0.03702038526535034,-2.8014101929974786
CC(=O)C1(c2cccc(Cl)c2)CCN1C,0.5102332234382629,inf,0.0018243871163576841,-3.5237898600621715
CC(C)C(=O)OC[C@H]1CCO[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@]3(F)[C@@H](O)C[C@@]21,0.5321555137634277,inf,4.278475629337919e-10,-4.536661376448584
CC[C@]12OC3CCC1[C@H]1[C@H](C)CC[C@@H]4[C@H](C2)[C@H]3[C@@H](O)CC[C@]14,0.5275624990463257,inf,5.807436309623881e-09,-4.504685631785364
O=C(O)[C@@H]1C=C(O)[C@@H](c2ccccc2)[C@H]2O[C@]3(C[C@H](O)[C@H]4OCCCO4)[C@H]4[C@@H](CC[C@H](N=C(Cl)[C@H]3OCO)CNC[C@H]21CCCO[C@H]1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
OCC(c1ccccc1)C(F)(F)F,0.5072118639945984,inf,0.001763537642545998,-2.6464692870157327
CNS(=O)(=O)c1cccc([N+](=O)[O-])c1,0.4838500916957855,inf,0.33890220522880554,-4.456476120406622
CC(=O)OCC(=O)C(CCC(C)C)C(Cl)(Cl)Cl,0.47684502601623535,inf,5.88581094973506e-08,-3.7866113013502156
Cc1ccc2c(N=C(O)C3(C)CCC34CCC4)ncnc2c1,0.5162420868873596,inf,0.04477716237306595,-2.7061061283159282
CC12CC=C3c4cccc5c4C(c4ccccc41)N4CC(=O)CC3(C)[C@H]1CN(C(C#N)CCCCCC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(N)=C(O)[C@H]1CN2CCN(c3ccc(F)cc3)[C@H]2C[C@@H]1CN(CCO)CCO,0.4942716360092163,inf,0.0002287335810251534,-4.388575128658748
Cc1ccc(CNS(=O)(=O)c2ccc3c(N)nc4ccccc4c3c2)cc1,0.509980320930481,inf,0.07965324074029922,-4.677003074230291
CC[C@H](C)[C@@H]1CC[n+]2ccccc2[C@H]1C,0.5099701285362244,inf,0.3515931963920593,-2.5049091439684483
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,0.5377987027168274,inf,7.924640804679584e-11,-4.500873513304718
Cc1ccc(CCN(C(=O)CC(C#N)C(=O)O)c2ccccc2)cc1,0.4960104525089264,inf,0.010529936291277409,-4.373126623064945
O=C(O)C(=O)[C@@H](CCC(Cl)(Cl)Cl)N1CC[C@H]2[C@@H](CCCNC2=O)C1,0.49082764983177185,inf,9.624155694609726e-08,-4.388991364427032
CCCN=C(O)C1CCCCC1,0.4827564060688019,inf,0.005305388942360878,-4.08785899820503
CN(C)CCC[C@@H](O)C.Cl,0.47082605957984924,inf,9.048093261299073e-07,-2.889480568466177
CCC(=O)OCC(=O)[C@@]1(OC(=O)COC)CC[C@H]2[C@H]3Cc4ccc(OC)cc4[C@@]3(O)[C@H]21C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCO[C@@]12CCC[C@H]1[C@@H]1C(OC(=O)CCc1nc3ccccc3c(=O)[nH]1)CC[C@H]1C[C@H]3CCC[C@]2(CC1)[C@@H](O)CO,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)C/C=C/c1ccccc1Cl,0.5041462779045105,inf,0.0030406368896365166,-4.134161878591021
CC1(c2ccccc2)CC=C(CSCC(N)=O)[C@@H]1C,0.5103467702865601,inf,0.002833116799592972,-2.925212440711464
COc1cc(C2=C(C)C(=O)OC23CC(=O)c2cccnc2)cc(OC)c1OC,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(C)CCCNCCCOCCN1CCCC1=O,0.47938990592956543,inf,0.030034206807613373,-4.5315888705777505
O=P(O)(O)O,0.4461051821708679,inf,6.414673260184398e-32,-3.2398677218155774
CCC[C@@H](Oc1ccccc1CN[C@H]1C[C@H](O)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCCCC[n+]1ccc(C(=O)[C@]2(O)C=CNC3=C2C)c(OC)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1CN([C@H](C)C)CC(CO)=N[C@@]2(C)O[C@@H]3OCC[C@H]4C[C@@H](O[C@H]5C[C@@]5(C)[C@H](C)[C@@H](O[C@H](C)C)C[C@@]43CC)[C@H](O)[C@H]12,0.5210772156715393,inf,9.778702153573349e-11,-3.301095382570441
CC[C@]13CCC[C@H]1CC[C@]4(C)[C@H]3CC[C@@]12CCC[C@@]2(C)C(=O)C[C@]1(O)C[C@@H]3(C)C=C[C@]2(C)[C@@]1C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(=O)c1ccccc1OCCCCN1CCC(CC(O)=NCCC2=CCCC2)CC1,0.49591854214668274,inf,0.0020334888249635696,-4.3060599814687635
CN=c1nc(C(C)(C)N)[nH]n1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1CCC23CCCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,0.5408265590667725,inf,1.0759410029592686e-09,-4.53133713615117
O=S(=O)(N1CCCC1)(Cl)Cl,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1[C@H]2C[C@]3(C[C@H](F)C4=CC(=O)C=C[C@]4(C#N)[C@]3(F)[C@@H](O)C[C@]2(C)[C@]11(O)[C@H](CCC(=O)CC)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cl.O=C(O)/C=C/C(C(=O)O)C(=O)NCCN1CCN(c2ccccc2)CC1,0.49191340804100037,inf,0.013456743210554123,-4.5151744300946755
CCCCCC/C=C/OCCCN1CCN(c2cccc(Cl)c2)CC1,0.49563613533973694,inf,0.3663793206214905,-4.116222165985312
CCn1c(C)cc(C(=O)COc2cccc3c2ccn3CCCN3C)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CO[C@H]1OC(C)(O)[C@H]1C[C@H](CCCCCCC(C)(C)C)C(=O)C1C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN(CC)C(=O)Nc1ccc(Br)c(C)c1,0.48667415976524353,inf,0.0011298900935798883,-3.5304692352951443
COc1cc(OC)c(NC(=O)/C=C/c2ccc(SC)cc2)cc1Cl,0.4908358156681061,inf,0.06426142156124115,-3.7729776604843166
C[C@@H]1OC2(CC3C(=O)C=C[C@@]43CCC[C@@]2(O)C[C@@]2(O)C(=O)CSP(=O)(=O)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C1OC(C(O)=Nc2ccc(F)cc2)=C[C@H](COCCO)[C@@H]1CC[C@H]3[C@@H](C=O)[C@@H]4C=CC[C@]4(C)[C@@H]3[C@@H](O)C[C@]21C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCNCCCN[C@H]1c2ccccc2Sc2ccc(F)cc21,0.513243556022644,inf,0.0012718987418338656,-3.951919957484169
NC[C@H]1COC[C@H]1O,0.4997754991054535,inf,1.2982170893849343e-08,-2.824780736889144
C[C@H](O)[C@@H](Cc1ccccc1)CN(C)C(=O)c1ccn(-c2cc(Cl)ccc2Cl)n1,0.5022997856140137,inf,0.017970720306038857,-4.097273146984648
CC[C@H](N)C(=O)OC[C@]12CN3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]2(C)C[C@@]1(C)C(=O)C[C@]1C[C@]c1cccc1S2sccccc2=O[C@H]2)CN4(=N(O1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cn1cnnc1,0.49676552414894104,inf,6.316989311017096e-05,-5.461791438370788
O=C1CCN(CCCCN=C(O)C2CCC2)c2cc(Cl)ccc2N1,0.5012511610984802,inf,0.02084171772003174,-3.935135919895229
COc1ccc(NC(=O)C23CC4OC(=O)C=C[C@]4(N3CCN(c3ccccc3)C2)C3CCC3)cc1Cl,0.5186394453048706,inf,0.17422814667224884,-3.861078747226342
OC(=N[C@H]1CCN(C/C=C/P(=O)(O)O)C(F)(F)F)c2ccccc21,0.49646493792533875,inf,1.750706542225089e-05,-3.6937650370029367
C[C@@H](N)c1ccc(CN2CCCC(C#N)(c3ccccc3C(F)(F)F)C2)cc1,0.5096485614776611,inf,0.008069202303886414,-3.2065929275566267
CCC(=O)c1ccc(O)c(O)c1,0.4857426881790161,inf,0.052671633660793304,-4.479471431347051
CC(C)(CN=C(O)NCc1cccc2cccnc12)NC1CC2C=CC(C1)C2,0.5053825378417969,inf,0.0020715727005153894,-4.622680549238922
CN(C)S(=O)(=O)c1ccc2[nH]c(=NCC(C)(C)c3ccccc3)sc2c1,0.5063942670822144,inf,0.01316189393401146,-4.063439942037567
CN=C(O)O[C@H]1O[C@H]2c3cc4c(C)c(Cl)sc4cc3C[C@@H]2N3CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCn1nc(-c2c(OC)ccc3oc4ccccc4c23)c2ccccc2c1=O,0.5140581727027893,inf,0.10727856308221817,-4.055728308633562
CC(C)C(=O)OC[C@H](COC(=O)C/C=C/CN=C(O)OC(C)C)C1[C@@H](O)CS[C@H](=O)2CC[C@@H]3C[C@@H]4CCC(O)[C@]432O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Fc1ccc(CN2CCN(CCCN[C@@H]3CCN(c4[nH]ccc4C5Cc6cccc56c(c6cccc6)OCCO5)C3)CC2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C1CC(C2Nc3ccccc3C2=O)C(c2ccccc2)(c2cccc(Cl)c2)N1CCc1ccccn1,0.5230786204338074,inf,0.34811127185821533,-4.535790760857112
CC(C)(C)OC(N)CCOC(O)=Nc1ccc2[nH]c(=N[C@@H]3CCN(S(=O)(=O)c4ccc(O)cc4)CC3)[nH]c2c1,0.49768418073654175,inf,0.0006519032176584005,-4.4002498231846445
C/C(=N\NP(=O)(C)SC(C)(C)C)OCCCC(SC)C,0.47258687019348145,inf,1.787243064654831e-07,-3.164559187276988
CCCC(C)N1CCc2cc(C(O)=NCCCN3CCN(c4ccccc4Cl)CC3)ccc21,0.5008849501609802,inf,0.05520906299352646,-4.298869622922136
CC(=O)N1CCCC1c1ccc(O)c(O)c1,0.5017916560173035,inf,0.049776606261730194,-4.399154345530754
CC1(O)CCN(Cc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[N+](=O)[O-])CC1,0.4783383905887604,inf,0.012280497699975967,-5.427945491512434
N=C(O)NCc1ccc(C(=O)OCC(=O)[C@@]2(O)CC[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(Cl)[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H]2)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
