SMILES,AChE_Activity,AChE_pIC50
Cc1cc(C)cc(Cl)c1OCCCCN(C)C.O=C(O)C(=O)O,0.024211207404732704,inf
CN1C(=O)CC(O)(c2ccccc2)C1=O,0.008944571949541569,inf
CCN(CS)S(=O)(=O)c1ccc(C)c(-c2[nH]nc(C)c2C)c1,0.038337185978889465,inf
Cc1ccc(OCCCN2CCN(c3cccc4sccc34)CC2)cc1.Cl,0.05697352811694145,inf
Cc1nc2ccc(S(=O)(=O)N3CCCC3Cn3ccnc3)cc2nc1C,0.029514256864786148,inf
CN1C(=O)[C@H](NCC2CC2)N=C(O)c2ccccc21,0.03487652167677879,inf
OC(-CSc1ccc(Cl)cc1)=Nc1nc2ccccc2s1,0.016021674498915672,inf
O=C(NCCN1CCN(c2ccccc2F)CC1)c1ccc(Cl)cc1O,0.034998808056116104,inf
NCCn1c(O)nc2ncccc2c1=O,0.03644520044326782,inf
Fc1cc(Cl)cc(Cl)c1CN1CCN(c2ncccn2)CC1,0.04047204554080963,inf
COc1ccc(N2CCN(C(=O)[C@@H](CCc3ccc(OC)cc3)N=C(O)COC(=O)C2)c(OC)c1OC,Invalid SMILES,Invalid SMILES
CC(=O)c1ccc(F)c(C)c1,0.011518167331814766,inf
Cc1ccc(NCC(O)=N[C@@H]2C=C[C@H](c3ccc(Cl)cc3)[C@@H]2c2ccc(F)cc2)cc1,0.00936641450971365,inf
CCc1noc2nc(C)c(CNCC3CC3)c(C)c12,0.08084573596715927,inf
CN1C[C@H](C(O)=N[C@@H]2CCCCC2)Oc2cccc3cccc21.O=C(O)C(F)(F)F,Invalid SMILES,Invalid SMILES
COc1ncccc1C(=O)OCC(=O)c1ccc(Cl)cc1Cl,0.01046197023242712,inf
CCC12OC(=O)C(CC3CCN(CC)CC3)C1CCC2=O,0.004483358934521675,inf
CCN1Cc2cccc3ccc(c23)C1.Cl,Invalid SMILES,Invalid SMILES
C#CC1(OC(=O)CCC(=O)OC)CCCCC1,0.0011117677204310894,inf
COP(=O)(O/C(C)SC)Oc1ccc(Cl)cc1,0.40749630331993103,inf
CCCCCCCN=C(O)OCc1cccc(C)c1,0.028206612914800644,inf
CN1CCCC1CN=C(O)c1cc(S(=O)(=O)NCc2ccc3c(c2)OCCO3)ccc1F,0.02619943954050541,inf
COc1ccccc1Nc1nc2ccccc2[nH]1,0.017387425526976585,inf
CCn1cc([N+](=O)[O-])c(C)n1,0.06681827455759048,inf
CCCC[n+]1ccccc1C.F[P-](F)(F)(F)(F)F,0.30072808265686035,inf
Cc1cc(-c2nc3c4c5c(F)ccc6OCC[n+]5ccc([N+](=O)[O-])cc5c4ncn3n2C)CCCCC1=O,Invalid SMILES,Invalid SMILES
N=c1c2c(nc3cc(N4CCCCC4)ccn13)CCCC2,0.14147324860095978,inf
CN(C)C[C@H](O)[C@@H]1CN=C(O)[C@H]2CSc3c(ccc4ccccc34)S21.[Na+].Cl,0.029178563505411148,inf
OC(=NCCN1CCSCC1)c1ccccc1,0.04141360521316528,inf
CCOc1ccc(N2CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2)c(F)c1,0.031073668971657753,inf
CN(C)c1cnc(SC(C)C(O)=NCCCN2CCC(Cc3ccccc3)CC2)nn1,0.04731125012040138,inf
Cc1c(C(=O)N2CCNCC2)sc2ccc(F)cc12,0.06338944286108017,inf
CN1CCN(c2ccc(Cl)cc2)CC1.C=C(O)C(=O)O,0.03181493282318115,inf
Fc1ccccc1CN1CCN(CCN2CCCC2)CC1,0.0832047313451767,inf
FC(F)(F)C(F)(F)F,0.012716200202703476,inf
OC1=NN=C(c2ccc3c(c2)OCO3)SC1,0.03942131996154785,inf
Cc1c[nH]c(=NC(=S)NCCC(=N)NNc2cc(C(F)(F)F)ccc2C)[nH]1,0.01479902770370245,inf
CCOC(=O)C1CCN(Cc2c(S(C)=O)nc3ccc(OC)cc23)CC1,Invalid SMILES,Invalid SMILES
Cl.#CCNC1=CC(COCCF)C(CCCCC)C(=O)C1,Invalid SMILES,Invalid SMILES
Cc1ccc(N)cc1C,0.015811504796147346,inf
O=C(c1ccc2c(c1)OCO2)c1cc2ccccc2c(=O)o1,0.02179509960114956,inf
C=C[C@H](OP(=O)(OCC)OC)C(O)=NC1CCCCCC1,0.045529816299676895,inf
N#Cc1ccc(-c2noc(-c3ccc4c(c3)OCCO4)n2)nc1,0.030961329117417336,inf
COc1ccc(N2CCN(CC(O)COCc3cccs3)CC2)c(C)c1,0.03325622156262398,inf
OC(=Nc1ccc(N2CCSCC2)cn1)c1ccc(S(=O)(=O)N2CCCC2)cc1,0.03856539726257324,inf
Cl.OCCCNCCCCc1nc2ccc(Cl)cc2s1,0.05497582629323006,inf
O=C1CC2(CCCC2)C(=O)N1c1ccccc1Cl,0.03557367995381355,inf
CC(C)NC[C@H]1OCCP(=S)(OC)O1,0.024297107011079788,inf
OC1CCN(c2ccc(NC3CCCC3)cc2N2CCOCC2)CC1,0.039556313306093216,inf
CC(NCc1ccc(Cl)cc1)C(O)=NC(=N)O,0.013429948128759861,inf
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0025199074298143387,inf
COc1cc2c(cc1OC)P(=O)(OC)OC2,0.058827515691518784,inf
Cc1ccc(C[n+]2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1.[Cl-],0.07256108522415161,inf
Cc1cc(/C=N/N=C(O)c2cc3cc(Cl)ccc3o2)on1,0.028670577332377434,inf
COC1CC2c3cccc4[nH]cc(c34)CC2C(O)(C(F)(F)F)C1,0.03334638103842735,inf
CN(CCCCN1CCN(S(C)(=O)=O)CC1)c1ccccc1,0.08347374945878983,inf
COc1cc(N=C(O)c2ccc(-n3nccc3N=C(O)CN3CCCC3)cc2)cc(OC)c1OC,0.037589430809020996,inf
C=CCN(CC=C)C(=O)c1cccc(OCCCCCN2CCOCC2)c1.Cl,0.02288762293756008,inf
Cc1cccc(N=C(O)CCCN2CCN(Cc3ccncc3)CC2)c1C,0.04368524253368378,inf
CCN(CC)CCO,0.004727927036583424,inf
CCn1c(CCC(O)=NCC2CCCN2)nc2cc(Cl)ccc21,0.05277050659060478,inf
Cc1cccc(N=C(O)c2sc(S(N)(=O)=O)cc2C)c1,0.0119338883087039,inf
Cc1cccc(C)c1OCC1CNCCO1.O=C(O)C(=O)O,0.010394266806542873,inf
CCN1C2(CCC3(C)CC(C)(C)OC3)CC2=O.Cl,Invalid SMILES,Invalid SMILES
O=C1CC2(CCCC2)C2=C1O,Invalid SMILES,Invalid SMILES
O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2cc(OC(=O)c3ccccc3)ccc2oc1=O,0.0178721584379673,inf
CCc1cc(=O)oc2c3c(cc12)OC1C(=O)CCC31,Invalid SMILES,Invalid SMILES
O=S(=O)(NCC(c1ccco1)N1CCN(c2cccc(Cl)c2)CC1)c1ccc(F)cc1.Cl,0.018628520891070366,inf
SC(=NCCN1CCN(c2ccc(F)cc2)CC1)C1CCCCC1,0.05227077379822731,inf
Cc1cc(=NC(=O)c2cccnc2)[nH]o1,0.010428332723677158,inf
CN(C(=O)N1CCc2ccccc21)C1(c2ccccc2)CCCCC1,0.03829518333077431,inf
CCCCCCSc1ccc([N+](=O)[O-])cc1.[Cl-],0.06502700597047806,inf
CCCCN(CCCC)CCc1ccc(C(=O)O)cc1.Cl,0.035640254616737366,inf
CCN(CCC(=O)OC)C(=O)C(C)Sc1nnc(-c2ccc(Cl)cc2Cl)n1C,0.03253444284200668,inf
COCCCCNCCOc1cccc2ccccc12.O=C(O)C(=O)O,0.026745285838842392,inf
Cc1cccc(OCCCN2C(=O)C3C4C=CC(C4)C3C2=O)c1C,0.011057654395699501,inf
CN(CCCCCCCCCn1cc[n+](C)c1)S(=O)(=O)c1ccc(N=C(O)[O-])c([N+](=O)[O-])c1.[Br-],0.08813488483428955,inf
CC12C=CC(=O)C=C1CCN1CCN(c3ccccc3)CC12.Cl,0.03792639076709747,inf
c1ccc(CN2CCCC(CCc3nncn3C3CC3)C2)nc1,0.05432482436299324,inf
CN1CC[C@H](CN2CCN(c3ccccc3)CC2)C1.O=C(O)C(=O)O,0.04107324033975601,inf
O=C(O)c1ccccc1NC(S)=NCCc1ccccc1,0.010357237420976162,inf
O=C1CC(C(O)=NC2CC3CCCC(C2)N3Cc2ccccc2)C1NC1CCCCC1,0.011185591109097004,inf
CC(C)CN1C(=O)C(=O)c2cc([N+](=O)[O-])ccc21,0.04673890396952629,inf
OC(=NCCc1ccccc1)Nc1ccc2c(c1)OCCO2.Cl,0.020975381135940552,inf
CCN1CCN(Cc2cc(=O)oc3cc(OC)c(OC)cc23)CC1,0.09021246433258057,inf
C=CCN1C(=O)C2CCC1CN(Cc1ccc(C)o1)C2,0.024297762662172318,inf
OC(CCc1cccnc1)=NC1CCCC1,0.018291456624865532,inf
Cc1cccc(F)c1N=C(O)C1OC2(CCN(S(=O)(=O)c3cnn(C)c3)CC2)O1,0.02497994154691696,inf
COc1cc(NCc2c(C)nc3ccc(C)cn23)cc(OC)c1,0.030008899047970772,inf
CN(CC(O)=NCc1ccco1)C(=O)c1cc(S(=O)(=O)N2CCCC2)ccc1N1CCCC1,0.03821664676070213,inf
Oc1cccc(NCc2ccc(OCC(N3CCOCC3)C3CCCC3)cc2)c1,0.024618996307253838,inf
Cc1cccc(C)c1NC(=O)CNC(C)(C)c1ccccc1,0.012199453078210354,inf
Cl.O=C(C[n+]1ccc(CCN2CCN(c3ccccc3)CC2)cc1)c1cccc([N+](=O)[O-])c1.[Br-],0.06623736768960953,inf
CCCCCCCCCCCCCCCCCCCCC=CCC(=O)OC(C)C=C(O)Cc1ccc(OCC)cc1.O=C(O)C(O)C(=O)O,0.00904423650354147,inf
CCN1CCN(S(=O)(=O)c2ccc(N)c(C(=O)O)c2)CC1,0.038282524794340134,inf
O=C(C1=C2c3ccccc3C=CC2C(=O)C(=O)CCl)c1)c1ccc([N+](=O)[O-])cc1.[Br-],Invalid SMILES,Invalid SMILES
C[C@@H]1CCN(C=N)N1.[N-]=S(=O)(=O)[C@@H](c1ccc2c(c1)OCO2,Invalid SMILES,Invalid SMILES
CCN(CCC(=O)O)Cc1ccc(NC(=O)C2CCCO2)cc1,0.02256014011800289,inf
CCOC(=O)C1=C(CC)N(CC)C(=O)C1c1ccc2c(c1)OCCO2.Cl,0.025540001690387726,inf
CC(CN(C(=O)C(C)(C)C)C1CCCCC1)C1CC(=O)N(Cc2cc(=O)oc3cc(F)ccc23)C1,0.025432737544178963,inf
COP(=O)(O)CCCN1CCN(C[C@H]2CCCC=C2)CC1,0.021877093240618706,inf
CCc1nnc(N=C(O)CCN2C(=O)C(c3ccccc3)N=C2O)s1,0.01800105907022953,inf
CC(C)C(C)C(=O)NCCCS(=O)(=O)N(C)C,0.008365155197679996,inf
Cc1ccc2nc(C)c(C(=O)N3CC(C)OC(C)C3)cc2c1,0.03432567045092583,inf
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.Cl,0.04210171476006508,inf
CSc1ccc(C)c2[nH]c(=N)sc12.Cl,0.049298956990242004,inf
CCCC[n+]1ccccc1C.[Cl-],0.23329004645347595,inf
COc1ccc(N=c2nsnc2NC(O)=Nc2ccc(Cl)cc2)cc1,Invalid SMILES,Invalid SMILES
O=C(c1cnccn1)N1CCN(c2ccccc2F)CC1,0.028333472087979317,inf
O=c1nc(N2CCCCC2)nc(N2CCN(CC(O)COc3ccccc3)CC2)[nH]1,0.05140239745378494,inf
CSP(=O)(OC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,0.400115430355072,inf
C[C@H](Cn1cc(CO)nn1)NP(=N)(NC)Oc1cccc([N+](=O)[O-])c1,0.10373439639806747,inf
Cc1ccc(C[C@@]23CCC4OCCCC4C3C(=O)N(CC3CCOC3)C2)cc1,0.008094403892755508,inf
Cc1ccc(OCCN2CCN(c3ncccn3)CC2)cc1.O=C(O)C(=O)O,0.027859782800078392,inf
COc1ccc(N=C(O)CS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.012156397104263306,inf
N=C(N)N1CCC(Cc2ccc(Cl)cc2)CC1.O=C(O)C(=O)O,0.020995860919356346,inf
CN=C(O)Oc1ccccc1N1CCN(C(=O)/C=C/c2cccs2)CC1,0.05684390664100647,inf
CCc1cc(CN[C@H]2C(=O)N(C(C)=O)C(C)(CN3C(=O)C4C=C(C(=O)O4)C(c5ccccc5)C4=C(O)CCC3)C(O)C(O)CN(C)S(=O)C(C)[C@H]1,Invalid SMILES,Invalid SMILES
OCP(Cc1cc2ccccc2o1)=NCCCN1CCN(c2ccc(F)cc2)CC1,0.0592179149389267,inf
C=C[N+]([O-])[N+](C)(C)C.[O-][P@@]c(Cc1ccc(Cl)cc1)N1CCN(Cc2ccccc2)CC1.O=S(=O)(O)C(F)(F)F,Invalid SMILES,Invalid SMILES
COP(=O)(OC)O[C@H]1CCN(C)CC1,0.07242894172668457,inf
C[C@@H]1C[C@H]2[C@H]3CCC4=CC=CC4(C)[C@H]3[C@H](F)CC2(C)C1(O)C(=O)CO,0.001929482095874846,inf
C[C@H](CN1CCN(CCOP(=O)(O)O)CC1)N=C(O)c1ccc(O)cc1,0.06753047555685043,inf
CCOc1ccc([C@@H](O)CN(C(=O)C(C)Sc2nc(O)c3c(n2)CCCC3)cc1[N+](=O)[O-],Invalid SMILES,Invalid SMILES
CCOC(=O)c1oc2ccc(S(=O)(=O)N(C)C)cc2c1C,0.03267994150519371,inf
COc1ccc(C(=O)CSc2cc(C(F)(F)F)ccc2Cl)cc1-n1cnnn1,0.011445331387221813,inf
CC12C=CC(=O)C=C1CC[C@]1(O)C(C)(O)C[C@H]2[C@H]1C.Cl,0.0026905443519353867,inf
C=CCN1CCC[C@H]1CN=C(O)c1csc(Br)c1,0.033841803669929504,inf
CCCCCCCCCCCCCCCCCC(C)O,0.005465263966470957,inf
CO/N=C/[N+](C)=C/CC1.[N+](=O)[O-].[Br-],Invalid SMILES,Invalid SMILES
COC(=O)C(C)c1ccc(-c2csc(N/N=C/c3ccc(OC)cc3)n2)c(F)c1,0.016444796696305275,inf
COC(OC)=Nc1c(C)sc2ccc(Br)cc12,0.054447680711746216,inf
C[N+]([O-])([O-])P(=O)(NC1=CSCCN1)c1cccc([N+](=O)[O-])c1,0.09484811127185822,inf
C=C[C@H]1O/C(=C\c2ccc(Br)o2)N(C)C(=O)/C=C\C(=O)O1,0.01450734306126833,inf
Cc1ccc(/C=C/C=C(C)CCCCCc2ccccc2)o1.O=C(O)C(=O)O,0.016704687848687172,inf
COc1ccc(Cc2nc3c4c(ccc3[nH]2)[C@H]2Cc3cc2c(OC)cc(OC)c(OC)c2Cl)cc1OC,Invalid SMILES,Invalid SMILES
C=CC1C=C(C(=O)OC)C2C=CC(CCC(C)C)[C@]2(O)C1=O,0.001466396963223815,inf
Cc1cc(C)cc(C2(CNS(N)(=O)=O)CCCC2)c1,0.048976242542266846,inf
CCN1CCOC(CCCN2c3cccc4cccc(c34)CC2=O)C1=S.O=C(O)C(=O)O,0.042491305619478226,inf
OC(=NC1=Nc2ccccc2CC1)c1ccccc1,0.013609078712761402,inf
Cc1ccc(Nc2nc(N)[nH]c(=Nc3ccc(N4CCOCC4)nn3)n2)cc1C,0.03938017785549164,inf
O=C1c2cnn(-c3ccccc3)c2C(c2ccccc2)=NN1CCN(c1ccc(F)cc1)CC1,Invalid SMILES,Invalid SMILES
CCOC(=O)C1C(=O)OCC(OC(=O)OCC)=C)CCC1[N+](=O)[O-],Invalid SMILES,Invalid SMILES
C#CCN1CCC(/C=C\c2ccc(Sc3ccc(Br)cc3)cc2)CC1,0.014363590627908707,inf
Cc1ccc2onc(C)c2c1,0.029520384967327118,inf
CCOP(=S)(OCC)Oc1ccc2c(C)c(CCO)c(=O)oc2c1,0.3791981041431427,inf
CCc1ccccc1-n1ncn2c(I)c(Cc3cc(C(N)=O)ccc3Cl)nc2c1=O,0.02251604199409485,inf
CCCC[n+]1ccccc1C.[Cl-],0.23329004645347595,inf
CN1C[C@H](CO)C(=O)P(=S)(OC)O1,0.096864253282547,inf
COCc1nnn(CC(O)COC(=N)O)n1,0.01671897992491722,inf
O=C(c1cc([N+](=O)[O-])c([N+](=O)[O-])cc1Cl)N1CCN(CCO)CC1,0.10049725323915482,inf
NS(=O)(=O)N1CCC(c2ccc(Cl)cc2)CC1,0.03936426341533661,inf
COc1ccc(CN2CCCC(c3ccccc3)C2)cc1N=C(O)N(C)c1ccc([N+](=O)[O-])cc1.[I-],0.03663605451583862,inf
CCOP(=O)(CC)Sc1ccc(Cl)cc1,0.2493678331375122,inf
O=[N+]([O-])c1ccc(/C=C/[C@H]2CCCCC2)o1,0.056955114006996155,inf
CC1CCCCN1CCN=C(O)/C=C\c1ccccc1[N+](=O)[O-],0.062481869012117386,inf
COc1ccc(C(CNC(=O)c2nc[nH]c2C)N2CCc3ccccc3C2)c(OC)c1,0.02585633657872677,inf
CN1CCCC[C@H]1CCNCc1ccccc1.O=C(O)C(=O)O,0.021932393312454224,inf
CCS(=O)(=O)[C@H]1[C@H](c2cc(Cl)c(Cl)cc2OC)C[C@H]2CCCCC21.O=C(O)C(=O)O,0.0186737310141325,inf
CC[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@H]1C=C[C@@]2(O)[C@@H]1CC[C@@]2(O)C(=O)CO,Invalid SMILES,Invalid SMILES
COc1ccc(N2CCN(CCC(O)=Nc3c(C)cc(C)cc3C)CC2)c(OC)c1,0.04789261147379875,inf
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0.0017848347779363394,inf
CS(=O)(=O)c1ccc(-c2cc(NCCN3CCCCC3)ncn2)cc1,0.0353451669216156,inf
CN1CC[C@]23c4c5cccc(O)c4O[C@]2(C)CC[C@@]3(OC(=O)c2cccc(Br)c2)C[C@H]1C5,Invalid SMILES,Invalid SMILES
OC(=NCCCN1CCOCC1)c1ccc(N=C(O)CC(F)(F)F)cc1,0.027034806087613106,inf
C#CCN(C)[C@H](C)Cc1ccccc1,0.007287962827831507,inf
CC(C)N(CCC=C1C=CC2(C)C(C)=CC3(O)C(=O)C(=O)O(c4ccccc4)C=C3N12)CCO,Invalid SMILES,Invalid SMILES
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Br,0.5150850415229797,inf
CC1CCCN(CCCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)C1.Cl,0.04017705097794533,inf
Cc1nc2c(s1)SC(C)(O)CC2,0.06295531988143921,inf
COc1cc(C(O)=NCC(c2ccco2)N(C)C)cc([N+](=O)[O-])c1,0.028387434780597687,inf
CCCCCOC(=O)c1ccc2c(c1)N(C)C(=O)[C@H](CC(=O)N1CCOCC1)N2,0.026312315836548805,inf
CCOP(=S)(OCC)Oc1ccccc1CC,0.5238248109817505,inf
COc1cc2c3c(c1OC)[C@H](=O)C[C@H]4[C@@H](C2)N(C)CC[C@]341,Invalid SMILES,Invalid SMILES
CCCC(=O)OC1(C(=O)SCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4(C)[C@@H]3C(O)CC21C,0.0034838297870010138,inf
CCOC(=O)[C@](N=C(O)CCC)(c1ccccc1)c1ccccc1,0.00792311504483223,inf
c1cc2cccc3c2ccn1[C@H]1[C@H](O)CC[C@H]3C[C@H]1N3CCCCN2,Invalid SMILES,Invalid SMILES
CCCn1c(SCC(O)=NCCCN2CCN(c3cc(C)ccc3C)CC2)nc2ccccc2c1=O.O=C(O)C(F)(F)F,0.0521368607878685,inf
CCOc1ccc(C(O)=NN=C(CCCN2CCOCC2)OCCC2CCCCC2)cc1[N+](=O)[O-],0.041179757565259933,inf
CC(C)(C)C(=O)CCSc1ccc(CO)cc1.O=C(O)C(=O)O,0.009640051051974297,inf
CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.22634948790073395,inf
CN1CCC[C@@H]1CN=C(O)c1cc(S(N)(=O)=O)ccc1OC1=NCCS1,0.04594838619232178,inf
OC(=NCCN1CCN(c2ccccc2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl,0.014357509091496468,inf
CCN(CC)CCC=C1c2ccccc2Sc2ccc(S(C)=O)cc21.Cl,0.05000915378332138,inf
CC2CN(CCCN2CCCCC2)C(C(=O)O)c1ccccc1,Invalid SMILES,Invalid SMILES
CCCCCCNCC(O)=Nc1cc(C)cc2ccccc12.Cl,0.04893650487065315,inf
CN=C(O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)[C@@H]1N2C.Cl,0.15443174540996552,inf
COc1ccc(OC)c(CNC(=O)CC2C(=O)N3C(=O)C(CC(C)C)=N2)c1,Invalid SMILES,Invalid SMILES
CN(C)c1ccc(C(=O)CCC(O)=NCCCCN=C(O)c2ccc([N+](=O)[O-])cc2N)cc1,0.04421333596110344,inf
CC(=O)N1N=C(c2oc3c(c2C)C(=O)CCC3)NC1c1cccc(C)c1,0.033002819865942,inf
Cc1ccc2c(c1)[nH]c1c(Br)cccc12,0.036291833966970444,inf
O=[N+]([O-])c1ccc(-c2cccc(OCCN3CCN(CCOc4ccccc4Cl)CC3)c2)cc1,0.042362652719020844,inf
CCC(C)(COC(=N)O)C(=O)OC,0.0022350449580699205,inf
CC(C)(C)n1cnc2ccc(C(O)=NCc3ccc(S(=O)(=O)N4CCOCC4)cc3)cc21,0.02269521728157997,inf
Cc1nc2c(n1)N=C(O)c1cn3cc(N)ccc3n1C2,Invalid SMILES,Invalid SMILES
O=C1CC2C(CCCC2)c2cc3cc(O)ccc3nc2N1,0.046780698001384735,inf
COc1ccc(Cl)cc1N=C(O)CN(C)CC(O)=NC(C)(C)C,0.02156873792409897,inf
Cc1ccc(C)c(C(=O)OCC(=O)N2[C@H](C)C[C@H]3C[C@H](C2)O3)c1,0.011302749626338482,inf
CN(C)CCC(C)(C)NCCOc1ccccc1.O=C(O)C(=O)O,0.014210917986929417,inf
CN(C)S(=O)(=O)c1ccc(COc2cccc3ncccc23)cc1,0.01511270459741354,inf
CCCC[n+]1ccccc1C.[Br-],0.23573178052902222,inf
O=C(C1CC2CCCC(C1)N2CC(O)=Nc1ccc2oc(=O)ccc2c1)N1CCN(Cc2cccs2)CC1,0.04896482825279236,inf
Cc1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1,0.030823275446891785,inf
CNc1snc(C)c1C(=O)OC,0.03663773834705353,inf
CCCNCCc1c[nH]c2ccccc12.O=C(O)C(=O)O.O=C(O)C(=O)O,0.022911231964826584,inf
O=C1OCCN1c1ccccc1S(N)(=O)=O,0.012227214872837067,inf
CCOP(=O)(OCC)Oc1ccc(C)c(C)c1.Cl,0.4555636942386627,inf
C=CCN=c1[nH]c(-c2cccc(C(F)(F)F)c2)nc(=N)[nH]1,0.011608047410845757,inf
COc1ccc(CCN2CCCC(C(=O)c3ccc(F)cc3)C2)cc1,0.026425298303365707,inf
S=C(=O)N(c1ccccc1)C1CCN(CCCCN2CCN(c3ccccc3F)CC2)CC1,Invalid SMILES,Invalid SMILES
CCOc1ccc(CCN=C(O)CCc2c(C)nc(SC)[nH]c2=N)cc1,0.0289770495146513,inf
Cc1cc(Br)cc(C(=O)N2CCN(C)CC2)c1,0.04853566735982895,inf
Cc1ccc[n+](C(=S)N=C([O-])c2cccc(Cl)c2)c1,0.024531245231628418,inf
c1cc(CN2CCN(c3ncccn3)CC2)c2cc(SCCCCCOc3ccccc3)ccc2n1,0.040293995290994644,inf
CCOP(=S)(OCC)Oc1ccon1,0.5958459973335266,inf
COCCN(C)Cc1cccc(C(F)(F)F)c1.Cl,0.0129484161734581,inf
C=CCn1c(S)nnc1-c1ccccc1,0.019155310466885567,inf
Cl.OCCCN1CCc2c(cccc2[N+](=O)[O-])C1,0.09017302095890045,inf
COc1cc(/C=C2\SC[C@H](S(=O)(=O)N3CCOCC3)[C@H]2CCNS(=O)(=O)c2ccc3cc(C(F)(F)F)ccc3n2)cc1O,Invalid SMILES,Invalid SMILES
CCN1CCN(CCCOc2c(C)cccc2C)CCC1=O,0.039239998906850815,inf
O=C(CN1CCN(c2ccc(Cl)cc2)CC1)OCCO,0.02760723978281021,inf
COc1ccc(S(C)(=O)=O)cc1C(=O)OCC(O)=Nc1ccc2c(c1)OCO2,0.01264372281730175,inf
CCN(C(=N)O)C1CCN(C)CC1,0.009000527672469616,inf
OC(CSc1nc(NCCc2ccccc2)nc(O)n1)=NC1CCCCCC1,0.027486223727464676,inf
C#CCNCc1ccc(OCCCN2CCCCC2)cc1.O=C(O)C(=O)O,0.013972045853734016,inf
O=S(=O)(NCCCN1CCc2ccccc2C1)c1cccc(Cl)c1,0.024068539962172508,inf
COC(C)(C)c1ccc(OCCCCN2CCCCC2)c([N+](=O)[O-])c1.Cl,0.045592065900564194,inf
C=CCN1CCC23C=CC4=CC(=O)C=CC4(C)C3C(O)CC2C1C,0.0034848249051719904,inf
CN(CC1CCCN(Cc2cccc(C(F)(F)F)c2)C1)Cc1ccccc1,0.01849251613020897,inf
c1ccc(CCOc2ccc(CN3CCOCC3)c(F)c2)cc1,0.021500060334801674,inf
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0032565733417868614,inf
C=CCN(C=C)S)CC(=O)N1C(=O)C(C)(C)Oc2ccc(N=C(C)O)cc21,Invalid SMILES,Invalid SMILES
COP(=O)(OC)Oc1cccc(Br)c1C(C)C,0.2747443616390228,inf
O=C1Nc2ccccc2SC1=O,0.018319062888622284,inf
CCOP(=S)(OCC)Oc1ccccc1,0.5487337708473206,inf
CNCCCCN1c2ccccc2Sc2ccccc21.Cl,0.046495791524648666,inf
COc1ccc(C(C)C)c(OC)c1CN=C(O)CN1CCN(C/C=C/c2ccc([N+](=O)[O-])cc2)CC1,0.043275702744722366,inf
CN(CCOP(=O)(Sc1ccccc1)C(=O)c1ccc2c(c1)OCCO2)OCO2,Invalid SMILES,Invalid SMILES
CC[C@@]12C(=O)[C@@H]3c4ccc(O)c5c4[C@@]2(CCN3C[C@@H]2C[C@H](c3cc4ccc(OC)c(OC)c4)s3)C[C@H]1O5.O=C(O)C(F)(F)(F)F,Invalid SMILES,Invalid SMILES
COc1cc(CCC(C)CN=C(O)c2cc3ccccc3o2)cc(OC)c1OC.Cl,0.02610163576900959,inf
O=C1c2ccccc2C(=O)N1CCN=C(O)c1ccccc1,0.015916792675852776,inf
N=c1nc(N=C(S)N=C(O)c2ccccc2)cn1Cc1ccccc1Cl,Invalid SMILES,Invalid SMILES
CCCC1CCCCN1CCCN=C(O)c1cc(N2CCCC2=O)ccc1OC,0.04627792537212372,inf
CCN1CCC[C@H]1SCCN=C(O)c1ccc(Cl)cc1,0.043069932609796524,inf
COc1ccc2c(c1)N(CCN1CCOCC1)c1ccccc1S2.Cl,0.05612386018037796,inf
O=C1C2=CC(=O)NC3CC4CC(CC(C4)C2)C3)C1,Invalid SMILES,Invalid SMILES
CC(C)(C)N=C(O)CC[C@@H](O)C(c1nc2ccccc2s1)[C@@H]1CCN(CCC(=O)c2ccc(F)cc2F)CC1,0.028251465409994125,inf
C=CCOc1ccccc1C(O)=NC1CCCC1,0.020893821492791176,inf
CN1CCCC(C)C1.C=SN1Cc2cnc(O)cc2C1,0.04783537611365318,inf
Nc1nc2c(cc1C(O)=NCc1cccc(Cl)c1)C(=O)N2Cc1ccccc1,0.013806656002998352,inf
O=P(O)(CO)OCC(Cl)(Cl)Cl,0.022107722237706184,inf
