SMILES,D2R_Activity,D2R_pIC50,D3R_Activity,D3R_pIC50
CCCCN(CC)CC(O)=Nc1cccc([N+](=O)[O-])c1.Cl,0.011121288873255253,-4.7426679441792565,0.0006860867724753916,-4.416205170095077
CCN1CCN(C(=O)c2c(C)nc3ccc(N(C)C)cn23)CC1,0.010681803338229656,-3.4613854534247874,0.0015819850377738476,-2.6841453420327612
Clc1ccc(-c2cc(CSc3nnc(C4CC4)n3-c3ccccc3)cs2)cc1,0.013667033053934574,-2.3710367533681165,0.0037982191424816847,-2.6648688148388247
CN(C)CCCOc1ccc(Cl)cc1-c1cccs1.O=C(O)C(=O)O,0.26465511322021484,-2.2251268379366085,0.001924720243550837,-3.001797285057648
C#CCNCCOC(=O)c1ccc(S(=O)(=O)N2CCCC2)o1,0.0032996847294270992,-3.8806407852233367,9.313127520726994e-05,-4.1478008978576195
Oc1cc(CN2CCN(c3ccccn3)CC2)c2cccnc2c1,0.5250021815299988,-2.587413678266048,0.016326583921909332,-2.866230603294724
CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@H]4[C@@H]3[C@H](O)CC21C,0.005381734110414982,-0.5575213673123369,0.00198067887686193,-3.106893606099475
CN1C(=O)CC(C(O)=NCc2ccccc2Cl)C1c1cccc(O)c1O,0.006246904376894236,-1.7025646828532006,0.0016420205356553197,-3.713447217469054
COc1ccc2cc(CN3CCN(c4ncccn4)CC3)c(=O)oc2c1,0.2727361023426056,-3.7741971276904476,0.006291261408478022,-2.8598353143568525
CCS(=O)(=O)N1CCN(Cc2ccc(-c3cc(OC)c(OC)cc3OC)cc2)CC1,0.01676383800804615,-1.7426486845610267,0.0022205242421478033,-2.9515352024846977
COC(=O)c1cc(OC)c(OC)cc1N=C(O)CSc1nc(N)c(C#N)cc1Cl.Cl,0.011735609732568264,-3.749991373409239,0.0013611807953566313,-3.83525571243728
OC(CNCc1ccc(OCc2ccccn2)cc1)=Nc1ccccc1,0.0056152441538870335,-3.9728971735269063,0.0016418729210272431,-4.091191216853936
Cc1c(C(O)=NC2CCCCC2)nnn1-c1nc2ccccc2[nH]1,0.003444759640842676,-3.6325953574458896,0.0008799159550108016,-3.2429850448301227
c1ccc(COCC2CC3C4CCC5CC(C4)C23)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
N=C(O)Nc1cccc(Br)c1,0.017194943502545357,-4.316415531245733,0.0012057808926329017,-5.438225165050461
CCCCn1nc(-c2ccc(OCC)c(C)c2)cc(C(C)=O)c1=O,0.005446536000818014,-2.8710689939635334,0.003635093802586198,-3.2221747150736766
COc1ccccc1CN1CCN(Cc2cc3c(cc2C)OCO3)CC1,0.09369855374097824,-3.346471720347656,0.002392894122749567,-3.3872623856177837
COc1ccc(C(=O)NCC(C)(C)N2CCC(C(F)(F)F)CC2)cc1,0.004715380724519491,-1.9705077889554121,0.0007074838504195213,-1.9744447893611334
COc1ccccc1-c1cc(C2CCCN2C(=O)CSC2=Nc2ccc(C)cc2)no1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1cccc(C)c1N=C(O)CSc1n[nH]c(COc2ccc(Cl)cc2)n1,0.0051283808425068855,-3.8437536636894842,0.0010941722430288792,-3.810009762043925
COc1ccccc1CN[C@H]1C[C@@H]2[C@@H](c3ccc(O)cc3)Oc3cc(=O)n(C)c4cc3[C@@]2(C)O1.Cl,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C1=C(c2ccccc2)C=CN=C1O,0.002592693781480193,-1.9974713635385788,0.007941062562167645,-3.098220066589601
Cc1cccc(N2CCN(CCSc3ncc(Br)cn3)CC2)c1C,0.5348829030990601,-2.694808355266278,0.019111599773168564,-2.489878646238144
C[C@@H]1C[C@H]2[C@H]3[C@@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(O)C(=O)CO,0.0026397162582725286,1.8741196803475253,0.003675961634144187,-1.3550683626240994
CC[C@@H](CC)NS(=O)(=O)c1ccc(C(=O)C(C)OC(=O)c2ccc(-n3ccnn3)cc2)cc1,0.008424091152846813,-3.527301941701118,0.0011059928219765425,-3.2644057485222695
COc1cc(C(O)=NCCC2(C(=O)N3CCN(c4ccc(F)cc4)CC3)CCN2C(=O)CCC2)ccc1OC,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc(C(=O)N2CCOCC2)cc1OCc1ccc2nncn2c1,0.006082585081458092,-4.162567622865854,0.0006840269779786468,-3.484767039618792
COc1ccc2nc(N3CCN(C(=O)c4cccs4)CC3)sc2c1,0.006115288008004427,-3.7372166834338767,0.007375042419880629,-2.3489706175888343
Cc1ccc(S(=O)(=O)c2cc(=O)n3c(COC(=O)c4ccccc4)nc3o2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1[C@@H]2[C@@H](C3(C)CC3(Cl)C(=O)CCC2(C)C1C3(O)C(=O)CO,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(C(=O)NCCc4ccco4)cc3)CC2)cc1,0.008073698729276657,-3.883983418690259,0.0010712473886087537,-4.063739076164172
O=[N+]([O-])c1ccccc1OCCCCCN1C(=O)COc2ccc([N+](=O)[O-])cc21,0.009663195349276066,-3.9906307062195046,0.0013276676181703806,-2.982444138343359
COc1c(CN2CCN(C(=O)c3cccs3)CC2)c(C)nn1C,0.0403645783662796,-3.6803881298951726,0.0029318793676793575,-3.4133706384803206
CC(C)n1nc(C(O)=NCC(=O)N2CCN(c3ccccc3F)CC2)c2ccccc2c1=O,0.0056320782750844955,-2.774014793100771,0.0039855982176959515,-2.5838976567516396
NC(=O)c1ccccc1CN1CCCC(C(F)(F)F)C1,0.0050084092654287815,-3.740537070831388,0.0006408587796613574,-3.458550413911775
COc1cccc(C2=C3CCC(C(=O)N4CCN(Cc5ccccc5C)CC4)CC3OC2=O)c1,0.010369844734668732,-3.3604060674600156,0.0013447251403704286,-3.7631124827986886
COc1cc(/C=N/NC(=O)c2ccccc2[N+](=O)[O-])cc(OC)c1OC,0.009819024242460728,-4.274561720870578,0.0014799005584791303,-3.9432560706549373
COc1ccc2c(c1)C13CCC4=CC(=O)C=CC4(C)C(O)CC3(C)C1C(c1c(=O)oc3ccccc13,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc(-c2nc(C(C)C)c(C(=CC\CCOc3ccccc3)c(=O)[nH]2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cccc(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)c1.Cl,0.45436832308769226,-2.7026099987321603,0.04430586099624634,-2.108753704606041
CC(=O)O[C@]1(C(=N)O)N(C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3[C@H](O)CC21C,0.007400813978165388,-0.9865219544305837,0.0043827444314956665,-2.8281261301745078
C/C(=N\N=C(O)c1ccco1)c1cccc(Br)c1,0.007750918623059988,-4.125888285158745,0.0018973029218614101,-3.6417926743130913
OC(=Nc1ccc(Br)cc1O)c1c(-c2ccccc2F)csc2nc3c(cc12)OCCCO3,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc(OC2CCN(C(=O)c3ccc(N4CCC(C(=O)NC5CCCC5)cc3)CC2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(Cc1c[nH]c2ccccc12)N1CCN(C(=O)c2ccco2)CC1,0.003739414969459176,-3.993463157007434,0.0014565448509529233,-3.3268084946824734
CCC(C)N=C(O)Nc1ccc(O[C@@H]2CCOCC2)c2ccccc12,0.0035334089770913124,-3.893850335086655,0.0008105955203063786,-3.792899118194933
Cl.OC(CN1CCCCC1)=Nc1ccc2c(c1)C(=O)Nc1ccccc1-2,0.008466100320219994,-3.9779151852503363,0.002440471202135086,-3.6460276881805456
CC(C)(C)NCCc1cnc2c(c1)c(=O)n(CCN1CCN(Cc3ccc(Br)cc3)c(=O)n2-1)n1cnnnc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCOP(=O)(OCC)SCn1c(C)nc2ccsc2c1=O,0.002555795479565859,-3.0463436056340116,0.0009268778958357871,-3.284956080285481
COc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)C(=O)C2=O)cc1C,0.005001520272344351,-3.0804115455603407,0.0013913592556491494,-4.138778112129645
CCn1c(=O)n(CC(=O)OCC(=O)N2CCC(Cc3ccccc3)CC2)c2ccccc21,0.005404653958976269,-3.7194906276359774,0.0013450057012960315,-3.8948428627005436
Cc1ccc(N=C(O)Cn2ccnc2)cc1S(=O)(=O)Nc1ccc(C(=O)N2CCCC2)cc1,0.005124188028275967,-4.765220473966027,0.0006239470676518977,-4.689976117235721
OC(Cn1c(Br)cccc1=O)C1NCCc2ccc(C(F)(F)F)cc21,0.03187033534049988,-3.2902184261640235,0.004174343775957823,-2.6394280676870374
CCC(C)n1[nH]cc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1=O,0.0028320434503257275,-3.6806179751766437,0.0010031702695414424,-3.6809536011041413
CSc1ccc(N=C(O)COC(=O)CCCC(=O)N(Cc2ccccc2)C(C)C)cc1.Cl,0.007892731577157974,-3.546563714747145,0.0009297799551859498,-4.103838965292055
COc1ccnc(N2CCN(C(=O)COc3ccc(Cl)cc3C)CC2)n1,0.007436984218657017,-3.837419072347731,0.003326956182718277,-2.9319810455279667
O=C(O)[C@H]1C(=O)C2=C(CCCC2)C(=O)N1c1cccc([N+](=O)[O-])c1,0.0080148596316576,-3.092457261379438,0.000711803266312927,-4.2490006381740235
COc1c(C)cc(-c2cnn(CC(O)=NC3CCCC3)c2)cc1C,0.005676350090652704,-4.055683751619176,0.0007361657335422933,-4.428623100319437
CCCCCCCOCC(O)=NCc1ccc(-c2ccccc2)cc1,0.013087624683976173,-3.9525681429931794,0.003856997238472104,-2.986402692519683
O=[N+]([O-])c1ccc(C(O)=Nc2ccc(F)cc2)cc1,0.004366636276245117,-4.053544344354654,0.000791016558650881,-3.157789060568421
CCCCN=C(O)CSc1nccn1Cc1ccco1,0.010738450102508068,-4.0446964087061135,0.00046971646952442825,-3.939334958771866
O=C1c2ccccc2S(=O)(=O)N1CCN=C1c1ccc2ncsc2c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CN(C)CCNC/c1ccc(S(=O)(=O)N2CCCC2)cc1S(=O)(=O)CCCCCCCCN1CCCC1,0.00960755068808794,-3.1977037157639896,0.0024500228464603424,-3.64492201080522
CN1[C@@H](N)c2ccc(NS(=O)(=O)c3cccs3)cc2S[C@H]1(=O)=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(NC(=O)CN(c2ccc3nnc(-c4ccc(C)c(C)c4)n3n2)C(=O)SC(C)(C)C)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cccc(-c2noc(N3CCN(c4ncccn4)CC3)n2)c1,0.006764651741832495,-3.677527525367946,0.008128702640533447,-2.316362399765195
Cc1ccc(NC(=N)c2[nH]c3ncnc(N4CCC(C)CC4)c3c2C)cc1C,0.007280346937477589,-4.0661523272704425,0.0016356994165107608,-3.489254869660301
COc1cccc(NC(=O)c2cc(-c3ccc4c(c3)NC(=O)c3cc(C)oc3C)no2)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C1CC2(CCN(Cc3cccc(Cl)c3)CC2)C(=O)N1CCCN(C(=O)CN2CCCCC2)CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C1C[C@H]2[C@@H](OC(=O)c3ccc(F)cc3)[C@]2c2ccccc2N1CCN1CCOCC1,0.007512127049267292,-2.7209232676859156,0.002361756283789873,-1.8836998007531334
Cl.O=C(c1cc(N2CCCC2)ccc1O)N1CCCCC1CO,0.002570843556895852,-2.853355261195785,0.0060732378624379635,-3.115695611408613
COc1cccc(/C=N/OC(=O)/C=C/c2ccc3c(c2)N(C)CO3)c1OC,0.01137005165219307,-3.827671324729801,0.003710001241415739,-3.626127916262603
OC(CSc1nnc2ccc(-c3ccccc3Cl)nn12)=Nc1ccccc1Cl,0.004102747421711683,-2.850191853971688,0.0014586624456569552,-2.858639057295801
COc1ccc(C(=O)CCN2C(=O)C3(O)CCCC32C(=O)Cc2cccc(C)c2)c(OC)c1,0.007330276537686586,-0.47545386341390694,0.0011456458596512675,-3.5810235902798375
O=C1N=C(O)C(Cc2ccccc2)N1c1ccccc1,0.0029888474382460117,-3.5837864657763507,0.0029636204708367586,-4.005826177410414
CCN(CC)C(=O)CSc1nnc(CCCCN2CCc3ccccc3C2)n1-c1ccc(Cl)cc1.Cl,0.40436282753944397,-2.8102077403462764,0.0021639810875058174,-2.7639205456636358
N#Cc1cc(C(=O)c2ccc(O)cc2O)cn2ccccc12,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C(Oc1ccc(S(=O)(=O)Oc2ccc(C(=O)N3CCCCC3)cc2)cc1)=Nc1cc(C(F)(F)F)cc(F)(F)c1F,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CSc1nnc(SCc2cccc(Br)c2)s1,0.01771075651049614,-3.242949082497304,0.0020117326639592648,-3.5556273058512886
Cc1cnc2c(c1)nc(-c1ccncc1)n2C1CCCCC1,0.004536956548690796,-3.2835904820895334,0.0018985024653375149,-2.879329474880321
O=c1cc(C(O)=Nc2ccc(Cl)cc2F)oc2cc(OC(O)=NC3CCCC3)ccc12,0.002859888132661581,-3.777139885752015,0.0015353272901847959,-3.629159289513333
CCc1cc(=O)oc2cc(OCc3nnc(SCC(O)=Nc4ccsc4)n3CC)ccc12.Cl,0.006352475378662348,-3.571591004371765,0.0017647519707679749,-3.8408964261936687
C=CCn1c(N)c(C(=O)COC(=O)C=C(C)C)c(O)c1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc(-c2noc(-c3cccs3)c2CO)cc1,0.003376758424565196,-2.2543952345410827,0.00347409606911242,-2.9783924626014877
OC(=NCCN1CCN(c2ccccc2)CC1)c1cccc2c1OCO2,0.7629645466804504,-3.151689659640534,0.014509884640574455,-2.197328447317417
CN(C(=O)COc1ccccc1Nc1ccc2ccccc2n1)c1ccccc1,0.0033277515321969986,-3.6777414937866006,0.0015384643338620663,-3.471012322691787
CC(O)=NC(C(O)=NCCCOc1ccc2c(c1)OCO2)c1ccccc1,0.002961952704936266,-3.86888507599583,0.0015418834518641233,-4.0567401109421946
CC1(C)O[C@H]2C[C@H]3[C@H]4[nH]c5ccccc5c4C[C@@H](O)[C@@H]3[C@]2(C)CC(=O)N1Cc1cccs1.[Br-],Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1cc(C)n2nc(-c3ccc(Oc4ccccc4C(=O)O)cc3)nc2n1,0.0033524492755532265,-3.0023718956050107,0.0029423313681036234,-3.3690647048454956
CCOc1ccc(C(C(O)=Nc2cccc3ncccc23)N(C)C)cc1,0.003125381888821721,-3.8459293477393945,0.0012812841450795531,-4.259535479270474
O=C1C2CC(c3ccc(Br)cc3)C(c3ccc(O)cc3)N2C(=O)C2N1c1ccc(Br)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(Cn1c(Cl)cc(Cl)c(Cl)c1=O)N=C(O)C1(C)OCC(O)=NC(C)(C)CCCC1,0.0035950748715549707,-2.2322873953741866,0.0018256494076922536,-3.1590512854629513
Oc1ccc2c(c1)nc(C1CC1)n2-c1ccccc1,0.010059787891805172,-1.9869301420091916,0.019270066171884537,-2.9096062896092487
OC(=Nc1ccc(Cl)cc1)c1cc[nH]c2ccccc12,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(O)CN1CCN(Cc2ccccc2)CC1.Cl,0.02160591632127762,-2.9040753533036936,0.01981998421251774,-3.3118307704353374
CS(=O)(=O)[C@@H](C[C@H](O)[C@H](O)Cn1cnc2c(cnn2-c2ccc(F)cc2)c1=O)Nc1ccccc1,0.00470324233174324,-2.2029239222074977,0.0016367137432098389,-2.246750205351334
COc1ccc(OC)c(S(=O)(=O)Oc2ccc(Cl)cc2C(=O)NCCCn2cnc3cc4c(c23)CCC(O)(O4)CC3)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(NC(C)=O)cc1CNC(C)=O,0.0036899542901664972,-4.132491583172934,0.00045048046740703285,-4.83921787035789
COc1ccccc1CN=C(O)CCNS(=O)(=O)c1cccc(C(C)(C)C)c1,0.0048464881256222725,-2.841549798310964,0.0011344943195581436,-3.4951132167462227
COC(=O)CC/C=C1/c2cc(C)c(C)c(C)c2N=C(O)c2ccc(S(N)(=O)=O)s2)C1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CN=C(O)ON1CCN(c2nc3ccccc3s2)CC1,0.0034773959778249264,-3.6220292129341742,0.009073874913156033,-2.2890380566225583
C=CCN1C(O)=Nc2cccc3cccc(c23)[C@H]1N2CCCCC2,0.011024649254977703,-3.51794640797916,0.0006063593900762498,-2.868448211876684
Cc1nc2ncc3c(n2n1)CCC3NC(O)c1coc2cc3c(cc12)CCC3,0.01563267596065998,-3.112434000942588,0.002837792271748185,-2.547878432899789
COc1ccc(OC)c(-c2cc(-c3cc3ccccc3=O)c(C#N)c(N3CCCC3)c2)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(NC(=O)c1ccc(N=C(O)c2ccccc2)cc1)c1ccc(S(C)(=O)=O)cc1,0.0039307293482124805,-3.6553874247850366,0.0011295193107798696,-3.571538182424236
CCOc1ccc2c(c1N=C(O)c1c(O)cccc1O)CC2,0.009399513714015484,-2.0454482891350647,0.011103709228336811,-4.079605570708479
O=C(OCCOC(=O)C1(c2ccccc2)CC1)C1CC=CC1,0.003489857539534569,-3.04093884922462,0.003121831687167287,-2.9333991320376214
OC(COc1ccccc1OC(F)(F)F)/C=C/c1ccncc1,0.0043624029494822025,-3.587556113007164,0.0065742009319365025,-2.68853589473695
CCC(O)=Nc1ccc(N2CCN(Cc3ccco3)CC2)nc1,0.09675897657871246,-3.9784291525303486,0.006499800365418196,-3.6714840900842534
OC(=Nc1c(O)cccc1F)NC1CCCN(c2ncccn2)C1,0.007791959680616856,-3.364318329534151,0.0017803192604333162,-3.5662187138606054
Cc1nc(-c2ccc(NC(=O)NCCc3ccccc3)cc2)cs1,0.00820132251828909,-3.68932606520212,0.002672230824828148,-3.726506346965369
CCCn1c(O)nnc1SCC(=O)N(C)Cc1ccc(Cl)cc1Cl,0.005081485491245985,-2.1870570285839404,0.00048734655138105154,-3.633931406621932
Cc1nn(S(=O)(=O)c2nnc(C(=O)NC3CCC3)s2)c(C)c1Cl,0.0005055071669630706,-3.4821355438988473,0.0006562555790878832,-3.864974564371601
CC(C)(C)C(O)=NN=C(O)[C@]12CC3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O.c1ccc(-c2nc(COc3ccc(-n4cnnn4)cc3)no2)cc1,0.010472441092133522,-3.4116534421820144,0.001815662020817399,-2.9813363629084972
CCC(C)(C)C1CC(c2cc(OC)c(OC)c(OC)c2)=CC1=C(C)C,0.013081904500722885,-2.0735627978114137,0.002124690217897296,-2.7659976649513003
CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)N=C(O)N1C,0.007001623511314392,-3.3361615902488566,0.000709450279828161,-3.7251272762936187
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@]4(F)[C@@H](O)C[C@]3(C)[C@@H](O)C[C@]2(C(=O)CO)O1,0.004529382102191448,1.0856994112483442,0.004901550710201263,-1.657367795343632
CCOC(=O)c1ccc(NC(=S)N(C)C(=O)C2C=C(c3ccccc3)CC2)cc1,0.006608023773878813,-3.900053203851437,0.0010396650759503245,-3.76156363069374
COc1cccc2c1cc1cc(S(=O)(=O)NCCO)ccc1n2C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC1(C)O[C@H]2C[C@H]3[C@@H]4C[C@@H](F)C5=CC(=O)C=C[C@]5(C)[C@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)[C@H](O)C(=O)N(Cc3ccc3c4[nH]c3)[C@@H](C2)O2O[C@H]1.O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1cc2c(o1)CC(C)(C)CC2Nc1ccc2c(c1)N(C)Cc1nc2ccccc2c(=O)n1C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(Oc1ccc(F)cc1)c1ccc2c(c1)NCc1ccccc1S2,0.004877905361354351,-2.7980648825881875,0.0019394286209717393,-2.8189984011224487
CCCN=C(O)SC1N=C(c2ccc(C)o2)C(CN2CCOCC2)N(Cc2ccco2)C1=O,0.003813896095380187,-3.938361119992681,0.0008407111163251102,-3.7397594662741414
Cl.c1c(CN[C@H]2CCN(c3ccccn3)CC2)nnc(-c2cccnc2)c1-c1cccc(Cl)c1,0.19891633093357086,-2.9979234663351226,0.004290460143238306,-2.54557232251799
CSc1ccc(C(O)=NC2CC=CCC2)cc1,0.006654006894677877,-3.8787936230034488,0.001410400029271841,-2.8119687316061124
Cc1ccc2c(c1)S(=O)(=O)N(C)CC(NS(=O)(=O)c1ccc(C)c(C)c1)N2,0.011480794288218021,-2.749955472879159,0.0008792132721282542,-4.085659602193405
CC(C)(C)OC(=O)N1CCC(c2ccc3c(c2)OCO3)C(=O)c2cc(O)c(Cl)c(O)c2N1,0.006607516203075647,-1.8612414652128404,0.004018980078399181,-3.5415665143158606
COCCN=C(O)c1ccc2c(c1)NN(C)C(=O)C(=O)c1ccc(CN2CCOCC2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
OC(CCN1CCN(c2cccc(Cl)c2)CC1)COc1ccccc1,0.6607951521873474,-2.6000441149427678,0.048479724675416946,-1.9116618102573781
CCCNC(=O)c1ccc(OCC(=O)c2ccccc2)cc1,0.005372262094169855,-3.6304816116224314,0.0008738096803426743,-2.9054977241761204
C[C@@H](CN1CCOCC1)N(C)Cc1nnc(-c2ccc(Cl)cc2)n1C,0.003795207478106022,-3.005596837210939,0.0006160076591186225,-2.389515265077817
CS(=O)(=O)N1CCN(C(=O)c2ccc(N3CCN(c4noc(C(F)(F)F)c4CCC3)cc2)CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
c1cnc(CCn2c(SCCCN3CCOCC3)nc3ccccc3c2=O)cn1,0.004866031929850578,-2.9806354088748055,0.0031962653156369925,-2.856560566199979
CC[C@H](C)[C@@H](O)[C@@H](Cc1ccccc1)[C@H](n1cncn1)[C@@H](OC)[C@H](C(O)=NC)OC.O=C(O)C(F)(F)F,6.816384825469868e-07,-3.9009960310421787,0.009093609638512135,-2.3972699755529403
Cc1ccc2cc(C(=O)c3ccncc3)ccc2n1,0.0036243742797523737,-3.960402636334381,0.003349520731717348,-3.2870063686194677
Cc1ccc2c3c4c([nH]c(=NC(C)(C)C)c2s1)CN(C)Cc1ccccc1.[Cl-],Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC[C@H]1CCC(CCC(=O)Nc2ccc(C(=O)O)cc2)CC1,0.007931984961032867,-4.130389744996588,0.0009485160117037594,-4.3842554353175025
Cc1ccc(CC(O)=NCC(=O)N2CCCC(C)C2)cc1C,0.004876125603914261,-4.394543727018834,0.00030938105192035437,-4.769871515469614
Cc1nn(C)c(C)c1CC(=O)OCC(O)=NCc1ccco1,0.00331453257240355,-4.226445688109764,0.0005107284523546696,-4.450607697859108
COc1cccc2cc(-c3cc(OC(=O)c4cccs4)c(-c3ccccc3)o3)c(=O)oc12,0.006794918328523636,-3.4440123347488574,0.003931717481464148,-3.6440332405080484
CCN(Cc1ccco1)C(=O)CCCn1c(=O)oc2ccccc21,0.006590455304831266,-3.0518221617632975,0.0016100178472697735,-3.5460336865404023
COc1nc(N(C(C)C)C(=O)c2cc3c(OC)ccc(OC)c3o2)[nH]c(N)c1C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCS(=O)(=O)NC1(S(=O)(=O)c2nc3n(c2C)CCCC3)CCc2ccccc21,0.005706472788006067,-1.5940611869845558,0.0009576415177434683,-3.1650906305311275
O=C(NCCN1CCN(c2ccccn2)CC1)c1cncn1-c1ccc(Cl)cc1,0.6984965801239014,-2.3720729955889186,0.009075859561562538,-1.817610925377859
COc1cc([C@@H]2[C@H]2C[N+](=O)[O-])cc(OC2=O)c(OC)c1OC,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cl.c1ccccc1OCc1n[nH]c(=O)c2ccccc12,0.0036697934847325087,-3.0077272906632913,0.0016785012558102608,-3.129603486681726
COc1ccc(OC)c(N=C(O)C(C)N(Cc2nncn2-c2ccccc2)C(C)C)c1,0.0042662774212658405,-3.880951768658387,0.0012660513166338205,-3.6565236344809877
Cc1cc(N(C(CC(O)=N[C@@H]2CN(C)CCO2)c2ccccc2)S(=O)(=O)c2ccccc2)no1,0.018258653581142426,-4.190763177388441,0.0016756512923166156,-4.621101987132176
COc1ccc(C(CN(C)C)NS(=O)(=O)c2c(C)noc2C)cc1OC,0.011821635067462921,-2.4108374869203146,0.0009546848596073687,-3.680072738877528
CCN(CC)CCOc1ccc(CN2CCN(c3ccccc3OC)CC2)cc1.Cl.O,0.5514039993286133,-2.9654967278719417,0.004323160741478205,-2.6809333742727643
COc1cccc(CN2CCN(C(=O)CCSc3nnc4n3CCCN4)CC2)c1OC.O=C(O)C(=O)O,0.01374760176986456,-2.674390040456044,0.0012040019501000643,-3.427777287060753
O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccc(Cl)c(C(O)=NCc2cccs2)c1,0.004704336170107126,-2.9852807297050865,0.0016792397946119308,-3.403615791363574
Cl.O=C(NCCc1nc(-c2ccc(Cl)cc2)cs1)c1ccc2c(c1)OCO2,0.01192691270262003,-2.6432279241160828,0.0045079393312335014,-2.4266663012677676
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)OCC(=O)N3)cc1,0.00795423611998558,-4.01881961461347,0.0008049276657402515,-4.328175433651992
CCc1nc2ccc(-c3nnn(CC(=O)N=c4cccs4)n3)cc2s1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
NC(=O)C1CCN(C(=O)C2(C)[C@H](C(=O)OCCCO)CCO2)CC1,0.006342800334095955,-2.0580313029148547,0.003778384765610099,-3.5891141920171705
COc1ccc2oc(=O)c(C(=O)N3CCN(c4ccccn4)CC3)cc2c1,0.002687117550522089,-4.179758665309775,0.009574707597494125,-2.9026125291888123
O=C(NO)CCN(Cc1ccc(F)cc1)C(=O)c1cc(F)cc(Br)c1,0.003097834996879101,-3.453459898890746,0.000505276897456497,-4.0760558153632305
O=C(c1ccco1)N1CCc2cc3cc(F)ccc3nc2C1,0.004844170529395342,-3.3444305280949758,0.002611815230920911,-2.9517985896510286
O=c1oc2ccccc2n1CCSc1ccccc1,0.006629019044339657,-2.957237920756602,0.004698068834841251,-3.042954112023951
Cc1nn(-c2c(C)cc(C)cc2C)c(=O)n1CC(O)=NCCCN1CCN(C(=O)c2ccccc2)CC1,0.01292412169277668,-3.920988232085106,0.002728769090026617,-3.9204722738213507
