pubchem_molecule_id,pubchem_molecule_type,InChI,activity
72106,compounds,"InChI=1S/C19H20F3N3O3/c20-19(21,22)14-3-1-4-15(13-14)24-17-16(5-2-6-23-17)18(26)28-12-9-25-7-10-27-11-8-25/h1-6,13H,7-12H2,(H,23,24)",inactive
72124,compounds,"InChI=1S/C14H16N6O/c1-9-7-12(21)19-20-13(9)10-3-5-11(6-4-10)18-14(16-2)17-8-15/h3-6,9H,7H2,1-2H3,(H,19,21)(H2,16,17,18)",inactive
72137,compounds,"InChI=1S/C15H22N2O3/c1-5-17(6-2)10-13(18)16-14-11(3)8-7-9-12(14)15(19)20-4/h7-9H,5-6,10H2,1-4H3,(H,16,18)",inactive
72146,compounds,"InChI=1S/C12H15NO3S/c1-15-11-8-9(2-3-10(11)14)12(17)13-4-6-16-7-5-13/h2-3,8,14H,4-7H2,1H3",inactive
72276,compounds,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",inactive
72327,compounds,"InChI=1S/C10H13FN2O5/c1-4-2-13(10(17)12-8(4)16)9-6(11)7(15)5(3-14)18-9/h2,5-7,9,14-15H,3H2,1H3,(H,12,16,17)/t5-,6+,7-,9-/m1/s1",inactive
72416,compounds,"InChI=1S/C17H28O5/c1-5-18-14-11(3)13-7-6-10(2)12-8-9-16(4)20-15(19-14)17(12,13)22-21-16/h10-15H,5-9H2,1-4H3/t10-,11-,12+,13+,14+,15-,16?,17-/m1/s1",inactive
72700,compounds,"InChI=1S/C8H10N4O2/c9-11-7(13)5-2-1-3-6(4-5)8(14)12-10/h1-4H,9-10H2,(H,11,13)(H,12,14)",inactive
72870,compounds,"InChI=1S/C8H6Cl2O/c9-8(10)7(11)6-4-2-1-3-5-6/h1-5,8H",inactive
72884,compounds,"InChI=1S/C4H8N2O2/c1-3(7)5-6-4(2)8/h1-2H3,(H,5,7)(H,6,8)",inactive
72903,compounds,"InChI=1S/C6H7O2P/c7-9(8)6-4-2-1-3-5-6/h1-5,7-8H",inactive
72913,compounds,"InChI=1S/C7H6N2/c8-5-6-3-1-2-4-7(6)9/h1-4H,9H2",inactive
72921,compounds,"InChI=1S/C7H9NO/c9-6-3-7-1-4-8-5-2-7/h1-2,4-5,9H,3,6H2",inactive
72924,compounds,"InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)",inactive
73093,compounds,"InChI=1S/C14H21ClN2O3S.ClH/c1-11-5-7-12(8-6-11)21(19,20)17-13(14(18)10-15)4-2-3-9-16;/h5-8,13,17H,2-4,9-10,16H2,1H3;1H/t13-;/m0./s1",inactive
73219,compounds,"InChI=1S/C15H22O2/c1-14(2,3)11-7-10(9-16)8-12(13(11)17)15(4,5)6/h7-9,17H,1-6H3",inactive
73281,compounds,"InChI=1S/C15H18N6O6S/c1-21(2)13(22)9-6-5-7-16-12(9)28(24,25)20-15(23)19-14-17-10(26-3)8-11(18-14)27-4/h5-8H,1-4H3,(H2,17,18,19,20,23)",inactive
73282,compounds,"InChI=1S/C14H16ClN5O5S/c1-9-16-12(19-14(17-9)24-2)18-13(21)20-26(22,23)11-6-4-3-5-10(11)25-8-7-15/h3-6H,7-8H2,1-2H3,(H2,16,17,18,19,20,21)",inactive
73303,compounds,"InChI=1S/C15H24N4O6S2/c1-6-11-10(7(2)20)14(21)19(11)12(15(22)23)13(6)26-9-3-8(17-5-9)4-18-27(16,24)25/h6-11,17-18,20H,3-5H2,1-2H3,(H,22,23)(H2,16,24,25)/t6-,7-,8+,9+,10-,11-/m1/s1",inactive
73334,compounds,"InChI=1S/C23H29F2N3O.ClH/c1-2-26-23(29)28-16-14-27(15-17-28)13-3-4-22(18-5-9-20(24)10-6-18)19-7-11-21(25)12-8-19;/h5-12,22H,2-4,13-17H2,1H3,(H,26,29);1H",inactive
73339,compounds,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m1/s1",inactive
73356,compounds,"InChI=1S/C24H32N2O2.2ClH/c1-3-28-23(21-10-6-4-7-11-21)19-26-16-14-25(15-17-26)18-20(2)24(27)22-12-8-5-9-13-22;;/h4-13,20,23H,3,14-19H2,1-2H3;2*1H",inactive
73539,compounds,"InChI=1S/C5H10N2O3/c1-6-3(8)4(9)7(2)5(6)10/h3-4,8-9H,1-2H3",inactive
73665,compounds,"InChI=1S/C15H16Cl3N3O2/c1-2-4-20(15(22)21-5-3-19-10-21)6-7-23-14-12(17)8-11(16)9-13(14)18/h3,5,8-10H,2,4,6-7H2,1H3",inactive
73668,compounds,"InChI=1S/C15H15F3N2O2/c1-10(2)14(21,12-7-19-9-20-8-12)11-3-5-13(6-4-11)22-15(16,17)18/h3-10,21H,1-2H3",inactive
73670,compounds,InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H,inactive
73674,compounds,"InChI=1S/C12H13N5O6S2/c1-6-13-10(16-12(14-6)23-3)15-11(19)17-25(20,21)7-4-5-24-8(7)9(18)22-2/h4-5H,1-3H3,(H2,13,14,15,16,17,19)",inactive
73675,compounds,"InChI=1S/C16H15F2N3Si/c1-22(12-21-11-19-10-20-21,15-6-2-13(17)3-7-15)16-8-4-14(18)5-9-16/h2-11H,12H2,1H3",inactive
73764,compounds,"InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-17-13-15-18-16-14-17/h2-16H2,1H3",inactive
73773,compounds,"InChI=1S/C26H29N3O2/c1-27(2)20-11-7-18(8-12-20)26(19-9-13-21(14-10-19)28(3)4)24-16-15-22(29(5)6)17-23(24)25(30)31-26/h7-17H,1-6H3",inactive
73791,compounds,"InChI=1S/C12H26O5/c1-2-3-5-14-7-9-16-11-12-17-10-8-15-6-4-13/h13H,2-12H2,1H3",inactive
73812,compounds,"InChI=1S/C12H13NO2/c1-2-3-8-13-11(14)9-6-4-5-7-10(9)12(13)15/h4-7H,2-3,8H2,1H3",inactive
73828,compounds,"InChI=1S/C6H5Cl2N3O2/c1-13-6(12)2-5(9)11-4(8)3(7)10-2/h1H3,(H2,9,11)",inactive
73848,compounds,"InChI=1S/C15H12O/c16-10-15-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)15/h1-9,16H,10H2",inactive
73851,compounds,"InChI=1S/C14H12O2/c1-10-7-8-13(15)12(9-10)14(16)11-5-3-2-4-6-11/h2-9,15H,1H3",inactive
73852,compounds,"InChI=1S/C13H10O4/c14-9-3-1-8(2-4-9)13(17)11-6-5-10(15)7-12(11)16/h1-7,14-16H",inactive
73854,compounds,"InChI=1S/C14H24O4/c1-4-7-16-11-14(10-15,12-17-8-5-2)13-18-9-6-3/h4-6,15H,1-3,7-13H2",inactive
73864,compounds,"InChI=1S/C15H10F6O2/c16-14(17,18)13(15(19,20)21,9-1-5-11(22)6-2-9)10-3-7-12(23)8-4-10/h1-8,22-23H",inactive
73917,compounds,"InChI=1S/C6H10O4/c1-10-6(9)4-2-3-5(7)8/h2-4H2,1H3,(H,7,8)",inactive
73957,compounds,"InChI=1S/C17H27NO3.ClH/c1-2-3-12-20-16-5-7-17(8-6-16)21-13-4-9-18-10-14-19-15-11-18;/h5-8H,2-4,9-15H2,1H3;1H",inactive
74062,compounds,InChI=1S/C14H9Br/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,inactive
74080,compounds,InChI=1S/C6H6N2/c1-6(5-8)3-2-4-7/h1-3H2,inactive
74106,compounds,"InChI=1S/C15H10BrClFNO2/c16-8-14(20)19-13-6-5-9(17)7-11(13)15(21)10-3-1-2-4-12(10)18/h1-7H,8H2,(H,19,20)",inactive
74189,compounds,"InChI=1S/C14H15O4P/c15-19(16,17-11-13-7-3-1-4-8-13)18-12-14-9-5-2-6-10-14/h1-10H,11-12H2,(H,15,16)",inactive
74195,compounds,"InChI=1S/C20H26/c1-19(2,3)17-11-7-15(8-12-17)16-9-13-18(14-10-16)20(4,5)6/h7-14H,1-6H3",inactive
74266,compounds,"InChI=1S/C13H30O6P2/c1-10(2)16-20(14,17-11(3)4)9-21(15,18-12(5)6)19-13(7)8/h10-13H,9H2,1-8H3",inactive
74282,compounds,"InChI=1S/C13H18O/c1-2-3-4-8-11-13(14)12-9-6-5-7-10-12/h5-7,9-10H,2-4,8,11H2,1H3",inactive
74325,compounds,"InChI=1S/C9H11NO2/c1-2-9(12)10-7-3-5-8(11)6-4-7/h3-6,11H,2H2,1H3,(H,10,12)",inactive
74348,compounds,"InChI=1S/C6H15NO2/c1-7(2)3-5-9-6-4-8/h8H,3-6H2,1-2H3",inactive
74448,compounds,"InChI=1S/C18H22/c1-12-6-8-17(10-14(12)3)16(5)18-9-7-13(2)15(4)11-18/h6-11,16H,1-5H3",inactive
74523,compounds,"InChI=1S/C9H20N2O/c1-3-5-7-10-9(12)11-8-6-4-2/h3-8H2,1-2H3,(H2,10,11,12)",inactive
74563,compounds,"InChI=1S/C5H8O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3,(H,7,8)",inactive
74574,compounds,InChI=1S/C16H6O7/c17-13-9-3-1-7(5-11(9)15(19)22-13)21-8-2-4-10-12(6-8)16(20)23-14(10)18/h1-6H,inactive
74651,compounds,"InChI=1S/C9H10O3/c1-7-4-2-3-5-8(7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",inactive
74695,compounds,InChI=1S/C7H3F2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,inactive
74710,compounds,"InChI=1S/C6H6O3/c1-4-2-3-5(9-4)6(7)8/h2-3H,1H3,(H,7,8)",inactive
74791,compounds,"InChI=1S/C10H19N/c1-2-3-4-5-6-7-8-9-10-11/h2-9H2,1H3",inactive
74828,compounds,"InChI=1S/C6H13ClO/c7-5-3-1-2-4-6-8/h8H,1-6H2",inactive
74867,compounds,"InChI=1S/C16H12O/c1-11(17)14-9-8-13-7-6-12-4-2-3-5-15(12)16(13)10-14/h2-10H,1H3",inactive
74879,compounds,"InChI=1S/C14H20O/c1-9-7-12(14(4,5)6)8-10(2)13(9)11(3)15/h7-8H,1-6H3",inactive
74887,compounds,"InChI=1S/C6H4F9I/c7-3(8,1-2-16)4(9,10)5(11,12)6(13,14)15/h1-2H2",inactive
74888,compounds,"InChI=1S/C8H4F13I/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2",inactive
74904,compounds,"InChI=1S/C10H14O2/c1-3-11-9-7-5-6-8-10(9)12-4-2/h5-8H,3-4H2,1-2H3",inactive
74937,compounds,"InChI=1S/C14H15N/c1-2-5-13(6-3-1)7-4-8-14-9-11-15-12-10-14/h1-3,5-6,9-12H,4,7-8H2",inactive
74978,compounds,InChI=1S/C14H20N4/c15-11-13(7-3-1-4-8-13)17-18-14(12-16)9-5-2-6-10-14/h1-10H2,inactive
74989,compounds,"InChI=1S/C22H19ClO3/c23-16-11-9-14(10-12-16)13-5-7-15(8-6-13)19-20(24)17-3-1-2-4-18(17)21(25)22(19)26/h1-4,9-13,15,24H,5-8H2",inactive
75018,compounds,"InChI=1S/C11H12O3/c1-13-10-5-7-3-4-9(12)8(7)6-11(10)14-2/h5-6H,3-4H2,1-2H3",inactive
75050,compounds,"InChI=1S/C20H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-22-20-18-21/h21H,2-20H2,1H3",inactive
75064,compounds,"InChI=1S/C7H6O4/c8-3-4-1-2-5(9)7(11)6(4)10/h1-3,9-11H",inactive
75066,compounds,"InChI=1S/C12H9F13O2/c1-5(2)6(26)27-4-3-7(13,14)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)25/h1,3-4H2,2H3",inactive
75103,compounds,"InChI=1S/C4H10O2/c1-4(2-5)3-6/h4-6H,2-3H2,1H3",inactive
75146,compounds,"InChI=1S/C12H12N2.ClH/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11;/h1-9,14H,13H2;1H",inactive
75171,compounds,"InChI=1S/C7H18N2O/c1-8(2)4-5-9(3)6-7-10/h10H,4-7H2,1-3H3",inactive
75194,compounds,"InChI=1S/C20H10I4O4.2Na/c21-13-5-9(6-14(22)18(13)25)17(10-7-15(23)19(26)16(24)8-10)11-3-1-2-4-12(11)20(27)28;;/h1-8,25H,(H,27,28);;/q;2*+1/p-2",inactive
75227,compounds,"InChI=1S/C8H13NO/c1-2-9-7-5-3-4-6-8(9)10/h2H,1,3-7H2",inactive
75282,compounds,"InChI=1S/C8H10O4/c1-3-7(9)11-5-6-12-8(10)4-2/h3-4H,1-2,5-6H2",inactive
75345,compounds,"InChI=1S/C7H13NO3.ClH/c1-3-10-6(8)5-7(9)11-4-2;/h8H,3-5H2,1-2H3;1H",inactive
75360,compounds,"InChI=1S/C9H6F3N/c10-9(11,12)8-3-1-2-7(6-8)4-5-13/h1-3,6H,4H2",inactive
75421,compounds,"InChI=1S/C8H7NO/c10-8-3-1-2-7-6(8)4-5-9-7/h1-5,9-10H",inactive
75430,compounds,"InChI=1S/C4H9ClO2S/c1-2-3-4-8(5,6)7/h2-4H2,1H3",inactive
75454,compounds,"InChI=1S/C10H14S/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",inactive
75471,compounds,"InChI=1S/C9H19NO/c1-8(2)5-7(11)6-9(3,4)10-8/h7,10-11H,5-6H2,1-4H3",inactive
75472,compounds,"InChI=1S/C10H21NO/c1-9(2)6-8(12)7-10(3,4)11(9)5/h8,12H,6-7H2,1-5H3",inactive
75494,compounds,InChI=1S/C16H6O6/c17-13-9-3-1-7(5-11(9)15(19)21-13)8-2-4-10-12(6-8)16(20)22-14(10)18/h1-6H,inactive
75498,compounds,InChI=1S/C17H6O7/c18-13(7-1-3-9-11(5-7)16(21)23-14(9)19)8-2-4-10-12(6-8)17(22)24-15(10)20/h1-6H,inactive
75516,compounds,"InChI=1S/C26H50O4/c1-3-5-7-9-15-19-23-29-25(27)21-17-13-11-12-14-18-22-26(28)30-24-20-16-10-8-6-4-2/h3-24H2,1-2H3",inactive
75518,compounds,"InChI=1S/C12H22O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h10-13H,1-9H2",inactive
75538,compounds,"InChI=1S/C9H21N/c1-3-4-5-6-7-8-9-10-2/h10H,3-9H2,1-2H3",inactive
75547,compounds,"InChI=1S/C13H10O/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8,14H,7H2",inactive
75575,compounds,"InChI=1S/C13H12O2/c14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)15/h1-8,14-15H,9H2",inactive
75576,compounds,"InChI=1S/C13H12O2/c14-12-7-5-10(6-8-12)9-11-3-1-2-4-13(11)15/h1-8,14-15H,9H2",inactive
75588,compounds,"InChI=1S/C7H12O3/c1-2-7(9)10-6-4-3-5-8/h2,8H,1,3-6H2",inactive
75654,compounds,"InChI=1S/C12H10ClO3P/c13-17(14,15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H",inactive
75706,compounds,"InChI=1S/C12H24O4Si4/c1-9-17(5)13-18(6,10-2)15-20(8,12-4)16-19(7,11-3)14-17/h9-12H,1-4H2,5-8H3",inactive
75771,compounds,"InChI=1S/C6H5N3O/c10-9-6-4-2-1-3-5(6)7-8-9/h1-4,10H",inactive
75819,compounds,"InChI=1S/C8H18OSi2/c1-7-10(3,4)9-11(5,6)8-2/h7-8H,1-2H2,3-6H3",inactive
75821,compounds,"InChI=1S/C10H10O2/c1-3-9-4-6-10(7-5-9)12-8(2)11/h3-7H,1H2,2H3",inactive
75868,compounds,"InChI=1S/C10H6N2O4S.Na/c11-12-8-5-4-6-7(10(8)13)2-1-3-9(6)17(14,15)16;/h1-5H,(H-,13,14,15,16);/q;+1/p-1",inactive
75893,compounds,"InChI=1S/C6H4Cl2N2O2/c7-3-1-4(8)6(9)5(2-3)10(11)12/h1-2H,9H2",inactive
75903,compounds,"InChI=1S/C18H18O6/c1-4-9-22-16(19)13-7-8-14(17(20)23-10-5-2)15(12-13)18(21)24-11-6-3/h4-8,12H,1-3,9-11H2",inactive
75908,compounds,"InChI=1S/C9H13N/c1-2-3-8-4-6-9(10)7-5-8/h4-7H,2-3,10H2,1H3",inactive
75969,compounds,"InChI=1S/C18H14O8/c19-15(20)13(25-17(23)11-7-3-1-4-8-11)14(16(21)22)26-18(24)12-9-5-2-6-10-12/h1-10,13-14H,(H,19,20)(H,21,22)/t13-,14-/m1/s1",inactive
75982,compounds,InChI=1S/C4H12N2O/c5-1-3-7-4-2-6/h1-6H2,inactive
76004,compounds,"InChI=1S/C5H12O3Si/c1-5-9(6-2,7-3)8-4/h5H,1H2,2-4H3",inactive
76013,compounds,"InChI=1S/C24H26O/c1-23(2,18-11-7-5-8-12-18)20-15-16-22(25)21(17-20)24(3,4)19-13-9-6-10-14-19/h5-17,25H,1-4H3",inactive
76063,compounds,"InChI=1S/C8H7ClN2/c1-5-10-7-3-2-6(9)4-8(7)11-5/h2-4H,1H3,(H,10,11)",inactive
76079,compounds,"InChI=1S/C7H8N2O/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H2,9,10)",inactive
76092,compounds,"InChI=1S/C7H6ClNO2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,9H2,(H,10,11)",inactive
76191,compounds,InChI=1S/C7H3Cl3O/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3H,inactive
76192,compounds,"InChI=1S/C8H6Cl2O2/c1-12-8(11)5-2-6(9)4-7(10)3-5/h2-4H,1H3",inactive
76262,compounds,"InChI=1S/C14H32O3Si/c1-5-9-10-11-12-13-14-18(15-6-2,16-7-3)17-8-4/h5-14H2,1-4H3",inactive
76302,compounds,"InChI=1S/C14H11Cl3O2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13,18-19H",inactive
76382,compounds,"InChI=1S/C8H16O2/c1-7(2)5(9)8(3,4)6(7)10/h5-6,9-10H,1-4H3",inactive
76464,compounds,"InChI=1S/C11H15O3P/c1-11(2)8-12-15(13-9-11)14-10-6-4-3-5-7-10/h3-7H,8-9H2,1-2H3",inactive
76476,compounds,"InChI=1S/C12H21NO3Si/c1-14-17(15-2,16-3)11-7-10-13-12-8-5-4-6-9-12/h4-6,8-9,13H,7,10-11H2,1-3H3",inactive
76497,compounds,"InChI=1S/C11H17NO2/c1-10-2-4-11(5-3-10)12(6-8-13)7-9-14/h2-5,13-14H,6-9H2,1H3",inactive
76583,compounds,InChI=1S/C7H5BrO/c8-7-3-1-2-6(4-7)5-9/h1-5H,inactive
76619,compounds,"InChI=1S/C13H8ClNO2/c14-8-5-6-12-10(7-8)15-13(16)9-3-1-2-4-11(9)17-12/h1-7H,(H,15,16)",inactive
76621,compounds,"InChI=1S/C6H13N5O.ClH/c7-5(8)10-6(9)11-1-3-12-4-2-11;/h1-4H2,(H5,7,8,9,10);1H",inactive
76674,compounds,"InChI=1S/C8H10O2/c1-6-3-7(9)5-8(4-6)10-2/h3-5,9H,1-2H3",inactive
76714,compounds,"InChI=1S/C9H22N2/c1-8(7-11)6-9(2,3)4-5-10/h8H,4-7,10-11H2,1-3H3",inactive
76748,compounds,"InChI=1S/C8H9ClO/c1-6-5-7(9)3-4-8(6)10-2/h3-5H,1-2H3",inactive
76767,compounds,"InChI=1S/C9H7Br3O/c1-2-3-13-9-7(11)4-6(10)5-8(9)12/h2,4-5H,1,3H2",inactive
76857,compounds,"InChI=1S/C7H4Br2O3/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,10H,(H,11,12)",inactive
76921,compounds,"InChI=1S/C8H12N2O2/c9-3-1-5-11-7-8-12-6-2-4-10/h1-2,5-8H2",inactive
76980,compounds,"InChI=1S/C6H11NO2/c8-5-4-7-3-1-2-6(7)9/h8H,1-5H2",inactive
76985,compounds,"InChI=1S/C8H8OS/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",inactive
76991,compounds,"InChI=1S/C12H10O2/c1-14-12-5-4-10-6-9(8-13)2-3-11(10)7-12/h2-8H,1H3",inactive
77080,compounds,"InChI=1S/2C8H17.2ClH.Sn/c2*1-3-5-7-8-6-4-2;;;/h2*1,3-8H2,2H3;2*1H;/q;;;;+2/p-2",inactive
77117,compounds,"InChI=1S/C4H10S3/c5-1-3-7-4-2-6/h5-6H,1-4H2",inactive
77210,compounds,InChI=1S/C6H12ClNO.ClH/c7-1-2-8-3-5-9-6-4-8;/h1-6H2;1H,inactive
77222,compounds,"InChI=1S/C11HF21O2/c12-2(13,1(33)34)3(14,15)4(16,17)5(18,19)6(20,21)7(22,23)8(24,25)9(26,27)10(28,29)11(30,31)32/h(H,33,34)",inactive
77287,compounds,"InChI=1S/C13H28S/c1-3-4-5-6-7-8-9-10-11-12-13-14-2/h3-13H2,1-2H3",inactive
77288,compounds,"InChI=1S/C10H22S/c1-3-5-6-7-8-9-10-11-4-2/h3-10H2,1-2H3",inactive
77290,compounds,"InChI=1S/C5H10N2O2/c8-4-3-7-2-1-6-5(7)9/h8H,1-4H2,(H,6,9)",inactive
77311,compounds,"InChI=1S/C3H7ClN.ClH/c1-5(2)3-4;/h3H,1-2H3;1H/q+1;/p-1",inactive
77342,compounds,InChI=1S/C2H4O3S/c3-6-4-1-2-5-6/h1-2H2,inactive
77353,compounds,"InChI=1S/C12H14/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-8H,1,3H2,2,4H3",inactive
77378,compounds,InChI=1S/C4HCl3N2/c5-2-1-3(6)9-4(7)8-2/h1H,inactive
77406,compounds,"InChI=1S/C6H4N4O4/c7-6-9-8-5(14-6)3-1-2-4(13-3)10(11)12/h1-2H,(H2,7,9)",inactive
77463,compounds,"InChI=1S/C11H27N3/c1-12(2)8-6-10-14(5)11-7-9-13(3)4/h6-11H2,1-5H3",inactive
77487,compounds,"InChI=1S/C5H8O4/c1-9-5(8)3-2-4(6)7/h2-3H2,1H3,(H,6,7)",inactive
77531,compounds,InChI=1S/C4H2Cl2N2/c5-3-1-2-7-4(6)8-3/h1-2H,inactive
77547,compounds,"InChI=1S/C9H10O4/c1-2-13-9(12)6-3-4-7(10)8(11)5-6/h3-5,10-11H,2H2,1H3",inactive
77680,compounds,"InChI=1S/C10H24N2/c1-9(2,3)11-7-8-12-10(4,5)6/h11-12H,7-8H2,1-6H3",inactive
77703,compounds,"InChI=1S/C8H7NO3S/c1-7-2-4-8(5-3-7)13(11,12)9-6-10/h2-5H,1H3",inactive
77720,compounds,"InChI=1S/C11H13NO4/c1-7(13)12-8-4-5-9(11(14)16-3)10(6-8)15-2/h4-6H,1-3H3,(H,12,13)",inactive
77780,compounds,"InChI=1S/C8H12O6Si/c1-5-15(12-6(2)9,13-7(3)10)14-8(4)11/h5H,1H2,2-4H3",inactive
77781,compounds,"InChI=1S/C8H14O4S/c1-11-7(9)3-5-13-6-4-8(10)12-2/h3-6H2,1-2H3",inactive
77797,compounds,"InChI=1S/C10H6F17NO2S/c1-2-28-31(29,30)10(26,27)8(21,22)6(17,18)4(13,14)3(11,12)5(15,16)7(19,20)9(23,24)25/h28H,2H2,1H3",inactive
77929,compounds,"InChI=1S/C7H12O6Si/c1-5(8)11-14(4,12-6(2)9)13-7(3)10/h1-4H3",inactive
77956,compounds,"InChI=1S/C12H11NO2S/c13-11-8-4-5-9-12(11)16(14,15)10-6-2-1-3-7-10/h1-9H,13H2",inactive
77993,compounds,"InChI=1S/C22H26N2O2S/c1-24-12-5-6-19(24)15-18-16-23-22-10-9-17(14-21(18)22)11-13-27(25,26)20-7-3-2-4-8-20/h2-4,7-10,14,16,19,23H,5-6,11-13,15H2,1H3/t19-/m1/s1",inactive
77999,compounds,"InChI=1S/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)",inactive
78091,compounds,"InChI=1S/C8H18N2O/c1-9(2)3-4-10-5-7-11-8-6-10/h3-8H2,1-2H3",inactive
78138,compounds,InChI=1S/C9H3Cl3O3/c10-7(13)4-1-5(8(11)14)3-6(2-4)9(12)15/h1-3H,inactive
78170,compounds,"InChI=1S/C12H14ClNO4/c1-7(15)4-12(16)14-9-6-10(17-2)8(13)5-11(9)18-3/h5-6H,4H2,1-3H3,(H,14,16)",inactive
78202,compounds,"InChI=1S/C17H37N/c1-4-6-8-10-12-14-16-18(3)17-15-13-11-9-7-5-2/h4-17H2,1-3H3",inactive
78212,compounds,"InChI=1S/C11H6Cl3NO2/c1-5-8(11(14)16)10(15-17-5)9-6(12)3-2-4-7(9)13/h2-4H,1H3",inactive
78361,compounds,"InChI=1S/C6H15NO/c1-6(2,3)7-4-5-8/h7-8H,4-5H2,1-3H3",inactive
78435,compounds,"InChI=1S/C10H12O4/c1-5-4-7(11)6(2)9(12)8(5)10(13)14-3/h4,11-12H,1-3H3",inactive
78452,compounds,"InChI=1S/C8H19O3P/c1-2-3-4-5-6-7-8-12(9,10)11/h2-8H2,1H3,(H2,9,10,11)",inactive
78501,compounds,"InChI=1S/C5H10O4/c1-5(2-6,3-7)4(8)9/h6-7H,2-3H2,1H3,(H,8,9)",inactive
78640,compounds,"InChI=1S/C12H22O/c1-10(13)9-12(2,3)11-7-5-4-6-8-11/h11H,4-9H2,1-3H3",inactive
78738,compounds,"InChI=1S/C9H18NO2.ClH/c1-8(2)9(11)12-7-6-10(3,4)5;/h1,6-7H2,2-5H3;1H/q+1;/p-1",inactive
78766,compounds,"InChI=1S/C10H9ClN2O2/c11-5-6-13-9(14)7-3-1-2-4-8(7)12-10(13)15/h1-4H,5-6H2,(H,12,15)",inactive
78771,compounds,"InChI=1S/C9H21ClO3Si/c1-4-11-14(12-5-2,13-6-3)9-7-8-10/h4-9H2,1-3H3",inactive
78860,compounds,"InChI=1S/C7H14O3/c1-2-7(3-8)4-9-6-10-5-7/h8H,2-6H2,1H3",inactive
78882,compounds,"InChI=1S/C9H18N2O/c1-8(2)9(12)10-6-5-7-11(3)4/h1,5-7H2,2-4H3,(H,10,12)",inactive
78950,compounds,"InChI=1S/C6H12O3/c1-2-3-9-5-6(8)4-7/h2,6-8H,1,3-5H2",inactive
78972,compounds,"InChI=1S/C14F24/c15-1-2(16)4(18,10(29,30)14(37,38)12(33,34)6(2,21)22)8(25,26)7(23,24)3(1,17)9(27,28)13(35,36)11(31,32)5(1,19)20",inactive
79016,compounds,"InChI=1S/C9H16O/c1-7-4-8(10)6-9(2,3)5-7/h4,8,10H,5-6H2,1-3H3",inactive
79050,compounds,"InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-15-16(19)14-18/h16,18-19H,2-15H2,1H3",inactive
79081,compounds,"InChI=1S/C6H13N/c1-6-3-2-4-7-5-6/h6-7H,2-5H2,1H3",inactive
79103,compounds,"InChI=1S/C8H15ClO/c1-3-5-6-7(4-2)8(9)10/h7H,3-6H2,1-2H3",inactive
79154,compounds,InChI=1S/2C5H5.Cr/c2*1-2-4-5-3-1;/h2*1-5H;/q2*-1;+2,inactive
79242,compounds,"InChI=1S/C8H10N2O2/c9-10-8(11)12-6-7-4-2-1-3-5-7/h1-5H,6,9H2,(H,10,11)",inactive
79302,compounds,"InChI=1S/C11H22O/c1-4-11(2,3)9-5-7-10(12)8-6-9/h9-10,12H,4-8H2,1-3H3",inactive
